canonical_name,dog_base_severity,cat_base_severity,is_legume,position_reduction_eligible,has_content,occurrence_count
chicken_meat,neutral,neutral,False,True,false,7
quail_egg,neutral,neutral,False,True,false,7
calcium_sulfate_dihydrate,neutral,neutral,False,False,false,7
vitamin_d_3_supplement]._d_6920,neutral,neutral,False,False,false,7
vitamin_e_supplement,neutral,neutral,False,False,true,7
vitamin_k,neutral,neutral,False,False,false,7
pyridoxine_hydrochloride,neutral,neutral,False,False,true,7
agar,neutral,neutral,False,False,false,7
green_lipped_mussel_powder,neutral,neutral,False,False,false,7
vitamin_b12_supplement,neutral,neutral,False,False,true,7
krill,neutral,neutral,False,False,false,7
bacillus_subtilis_fermentation_product,neutral,neutral,False,False,false,7
turkey_tail,neutral,neutral,False,True,false,7
trichoderma_longibrachiatum_fermentation_product,neutral,neutral,False,False,false,7
cultured_milk,neutral,neutral,False,False,false,7
dpantothenic_acid,neutral,neutral,False,False,false,7
goji_berries,neutral,neutral,False,False,false,7
ashwagandha,neutral,neutral,False,False,false,7
shiitake,neutral,neutral,False,False,false,7
maitake,neutral,neutral,False,False,false,7
cordyceps,neutral,neutral,False,False,false,7
mushroom,neutral,neutral,False,False,false,7
vitamin_d2,neutral,neutral,False,False,false,7
whey_product,neutral,neutral,False,False,false,7
pectin,neutral,neutral,False,True,true,6
riboflavin,neutral,neutral,False,False,false,6
hydrochloric_acid,neutral,neutral,False,False,false,6
rabbit_meal,neutral,neutral,False,True,false,6
meat_&_bone_meal,neutral,neutral,False,False,false,6
chicken_with_ground_bone,neutral,neutral,False,True,false,6
apple_pectin,neutral,neutral,False,False,false,6
pepper,neutral,neutral,False,False,false,6
venison_meal,neutral,neutral,False,True,false,6
milo,neutral,neutral,False,False,false,6
reed_sedge_peat,neutral,neutral,False,False,false,6
lions_mane_mushroom,neutral,neutral,False,False,false,6
bacillus_subtillis_fermentation_product,neutral,neutral,False,False,false,6
krill_meal,neutral,neutral,False,False,false,6
supplement,neutral,neutral,False,False,false,6
zinc_sulfate_monohydrate,neutral,neutral,False,False,false,6
red_bell_peppers,neutral,neutral,False,False,false,6
tea_extract,neutral,neutral,False,False,false,6
pork_digest,neutral,neutral,False,False,false,6
turkey_fat,neutral,neutral,False,True,false,6
de_boned_turkey,neutral,neutral,False,False,false,6
sodium_erythorbate,neutral,neutral,False,False,false,6
vitamin_d2_supplement,neutral,neutral,False,False,false,6
yams,neutral,neutral,False,False,false,6
beet,neutral,neutral,False,False,false,6
mung_bean,neutral,neutral,False,False,false,6
egg_yolk_powder,neutral,neutral,False,False,false,6
and_sodium_molybdate,neutral,neutral,False,False,false,6
cellulose_powder,neutral,neutral,False,False,false,6
cellulose_fiber,neutral,neutral,False,False,false,6
artificial_peanut_butter_flavor,neutral,neutral,False,False,false,6
celery_juice,neutral,neutral,False,False,false,6
banana_powder,neutral,neutral,False,False,false,6
crab_surimi,neutral,neutral,False,False,false,6
skimmed_milk,neutral,neutral,False,False,false,6
folic_acid,neutral,neutral,False,False,true,6
vitamin_d3supplement,neutral,neutral,False,False,false,6
b12,neutral,neutral,False,False,false,6
skim_milk_powder,neutral,neutral,False,False,false,6
catnip_powder,neutral,neutral,False,False,false,6
pollack,neutral,neutral,False,False,false,6
lactobacillus_fermentum_fermentation_product,neutral,neutral,False,False,false,6
dcalcium_panthothenate,neutral,neutral,False,False,false,6
casein,neutral,neutral,False,False,false,6
whole_chicken,neutral,neutral,False,False,false,6
smoke_flavored_salmon,neutral,neutral,False,False,false,5
water_buffalo,neutral,neutral,False,False,false,5
shiitake_mushroom,neutral,neutral,False,False,false,5
beef_by_product,neutral,neutral,False,True,false,5
folic_acid_and_calcium_iodate,neutral,neutral,False,False,false,5
mixed_tocopherol,neutral,neutral,False,False,false,5
magnesium_gluconate,neutral,neutral,False,False,false,5
sodium_benzoate,neutral,neutral,False,False,false,5
pork_and_bone_meal,neutral,neutral,False,True,false,5
bison_meal,neutral,neutral,False,True,false,5
whiting_meal,neutral,neutral,False,False,false,5
colors,neutral,neutral,False,False,false,5
milled_rice,neutral,neutral,False,False,false,5
mannan_oligosaccharides,neutral,neutral,False,False,false,5
vitamin_pp,neutral,neutral,False,False,false,5
zinc_sulphate_monohydrate,neutral,neutral,False,False,false,5
tocopherol_extract_from_vegetable_oils,neutral,neutral,False,False,false,5
prime_rib_flavor,neutral,neutral,False,False,false,5
basil,neutral,neutral,False,False,false,5
enriched_egg_noodles,neutral,neutral,False,False,false,5
tea,neutral,neutral,False,False,false,5
brewer’s_liquid_yeast,neutral,neutral,False,False,false,5
quinoa_seed,neutral,neutral,False,False,false,5
aspergillus_oryzae_fermentation_product,neutral,neutral,False,False,false,5
sun_cured_kelp,neutral,neutral,False,False,false,5
fenugreek,neutral,neutral,False,False,false,5
zinc_sulphate,neutral,neutral,False,False,false,5
red_peppers,neutral,neutral,False,False,false,5
pear,neutral,neutral,False,False,false,5
kangaroo,neutral,neutral,False,False,false,5
rice_hulls,neutral,neutral,False,False,false,5
lamb_plasma,neutral,neutral,False,True,false,5
de_boned_duck,neutral,neutral,False,False,false,5
cesar_simply_crafted_variety_pack_chicken,neutral,neutral,False,False,false,5
manganous_sulfate,neutral,neutral,False,False,false,5
boar,neutral,neutral,False,False,false,5
acadian_redfish,neutral,neutral,False,False,false,5
pea_fibre,neutral,neutral,False,False,false,5
egg_yolk,neutral,neutral,False,False,false,5
rabbit_liver,neutral,neutral,False,True,false,5
liquid_lactobacillus_acidophilus_fermentation_product,neutral,neutral,False,False,false,5
liquid_lactobacillus_casei_fermentation_product,neutral,neutral,False,False,false,5
liquid_lactobacillus_reuteri_fermentation_product,neutral,neutral,False,False,false,5
liquid_bifidobacterium_animalis_fermentation_product,neutral,neutral,False,False,false,5
disodium_pyrophosphate,neutral,neutral,False,False,false,5
venison_bone,neutral,neutral,False,True,false,5
confectioners_glaze,neutral,neutral,False,False,false,5
technical_pork_gelatin,neutral,neutral,False,False,false,5
crunchy_peanut_butter,neutral,neutral,False,False,false,5
apple_powder,neutral,neutral,False,False,false,5
citrus_fiber,neutral,neutral,False,False,false,5
bone_broth,neutral,neutral,False,False,false,5
maple_syrup,neutral,neutral,False,False,false,5
chick_peas,neutral,neutral,False,False,false,5
alfalfa_extract,neutral,neutral,False,False,false,5
lamb_flavour,neutral,neutral,False,True,false,5
duck_flavor,neutral,neutral,False,False,false,5
tuna_by_product,neutral,neutral,False,True,false,5
basa,neutral,neutral,False,False,false,5
skipjack_tuna,neutral,neutral,False,False,false,5
skipjack,neutral,neutral,False,False,false,5
sardine_broth,neutral,neutral,False,True,false,5
tannic_acid,neutral,neutral,False,False,false,5
broccoli_sprouts,neutral,neutral,False,False,false,5
plums,neutral,neutral,False,False,false,5
valerian_root,neutral,neutral,False,False,false,5
calcium_ascorbate,neutral,neutral,False,False,true,5
canola_lecithin,neutral,neutral,False,False,false,5
water_24.258%,neutral,neutral,False,False,false,5
lecithin_1%,neutral,neutral,False,False,false,5
d_biotin_0.001%,neutral,neutral,False,False,false,5
bamboo_fiber,neutral,neutral,False,False,false,5
d_sodium_riboflavin_phosphate,neutral,neutral,False,False,false,5
astaxanthin,neutral,neutral,False,False,false,5
mineral_mix,neutral,neutral,False,False,false,5
poultry_protein,neutral,neutral,False,False,false,5
barley_grass_powder,neutral,neutral,False,False,false,5
vitamin_b,neutral,neutral,False,False,false,5
iodine_amino_acid_chelate,neutral,neutral,False,False,false,5
dehydrated_alfalfa_meal,neutral,neutral,False,False,false,5
rhizopus_oryzae_fermentation_product,neutral,neutral,False,False,false,5
distarch_phosphate,neutral,neutral,False,False,false,5
fish_protein,neutral,neutral,False,False,false,5
