id,canonical_name,display_name,dog_base_severity,cat_base_severity,position_reduction_eligible,is_legume,review_status,has_content,occurrence_count,
a34e3928-32d1-4f22-8edb-cd662adc28d1,tricalcium_hosphate,Tricalcium hosphate,neutral,neutral,FALSE,FALSE,,FALSE,1,
6d140d31-7cb3-48f8-9d87-4d5cf0abdc36,vitamin_b12_supplement._midnight_delight:_fish_broth,Vitamin B12 Supplement. Midnight Delight: Fish Broth,neutral,neutral,FALSE,FALSE,,FALSE,1,
cf4726fb-b501-4c06-876b-d1e21854704d,mackerel_&_tuna_recipe:_fish_broth,Mackerel & Tuna Recipe: Fish Broth,neutral,neutral,FALSE,FALSE,,FALSE,1,
aa6c58d6-1907-46fb-b818-8632e2f5ba8e,vitamin_k3_supplement._papeekeo_luau_ahi_tuna_&_mackerel:_tuna,Vitamin K3 Supplement. Papeekeo Luau Ahi Tuna & Mackerel: Tuna,neutral,neutral,FALSE,FALSE,,FALSE,1,
57f480f5-a1b5-49fd-b11b-42d9f878c091,cesar_classic_loaf_smoked_bacon_&_egg_flavor:_pork,Cesar Classic Loaf Smoked Bacon & Egg Flavor: Pork,neutral,neutral,FALSE,FALSE,,FALSE,1,
60516cb5-d126-4830-b6f1-c5d7a82471fc,chicken_&_vegetable_flavor:_water,Chicken & Vegetable Flavor: Water,neutral,neutral,FALSE,FALSE,,FALSE,1,
ac570f35-2760-45a6-8337-7a4e7a8c069c,d407420._beneful_incredibites_with_real_chicken_wet_dog_food:_chicken_broth,D407420. Beneful incredibites With Real Chicken Wet Dog Food: Chicken Broth,neutral,neutral,FALSE,FALSE,,FALSE,1,
ef73cfce-e264-4d4a-a350-2b93824697df,beneful_incredibites_with_real_beef_wet_dog_food:_beef_broth,Beneful incredibites With Real Beef Wet Dog Food: Beef Broth,neutral,neutral,FALSE,FALSE,,FALSE,1,
f2a28e6a-fbaa-441f-8724-698f663faf97,e408025._beneful_kitchen_creations_with_beef_wet_dog_food:_beef_broth,E408025. Beneful Kitchen Creations With Beef Wet Dog Food: Beef Broth,neutral,neutral,FALSE,FALSE,,FALSE,1,
039dc735-8985-418e-854d-40dbe08908c3,cesar_filets_turkey_recipe:_turkey,Cesar Filets Turkey Recipe: Turkey,neutral,neutral,FALSE,FALSE,,FALSE,1,
18437f4d-febc-4027-9b5c-a1da76bb3dcf,d407520._beneful_kitchen_creations_with_lamb_wet_dog_food:_water,D407520. Beneful Kitchen Creations With Lamb Wet Dog Food: Water,neutral,neutral,FALSE,FALSE,,FALSE,1,
dddbcb1f-bfc4-46f7-98ee-fd55ff775524,and_folic_acid,and Folic Acid,neutral,neutral,FALSE,FALSE,,FALSE,1,
c96587e1-9dd6-4f62-b5bf-09d8d1d22392,chicken_&_tuna:_chicken_broth,Chicken & Tuna: Chicken Broth,neutral,neutral,FALSE,FALSE,,FALSE,1,
40623da4-be87-4adc-a1c7-3b699a298ded,nala_single_protein_flaked_ocean_white_fish_recipewater,Nala Single Protein Flaked Ocean White Fish RecipeWater,neutral,neutral,FALSE,FALSE,,FALSE,1,
be6a97db-23e8-4122-85fd-6e71688084d7,folic_acid._beef_&_mackerel:_beef,Folic Acid. Beef & Mackerel: Beef,neutral,neutral,FALSE,FALSE,,FALSE,1,
124e7973-891f-4160-a111-7ac62851e5ae,vitamin_d3_supplement._chicken_in_chicken_consomme:_chicken_broth,Vitamin D3 Supplement. Chicken in Chicken Consomme: Chicken Broth,caution,caution,FALSE,FALSE,,FALSE,1,
5b0bdbea-7dca-4b20-8d33-453b015b81b7,vitamin_b12_supplement._love_me_tender:_chicken,Vitamin B12 Supplement. Love Me Tender: Chicken,neutral,neutral,FALSE,FALSE,,FALSE,1,
e49a8e69-07e4-4551-88ba-5389ba697841,direct_fed_microorganisms,"Direct-Fed Microorganisms (Pediococcus Acidilaticici, Lactobacillus Acidophilus, Bifidobacterium Longum, Entercoccus Faecium)",neutral,neutral,FALSE,FALSE,,FALSE,1,
a7a82a8b-fa9c-415d-ae4a-d1c379bd39ec,grass_fed_goat,Grass-Fed Goat,neutral,neutral,FALSE,FALSE,,FALSE,1,
f35023ab-7812-402b-8176-a91e36412b03,vitamin_b12_supplement._grill_tuna_&_prawns:_tuna,Vitamin B12 Supplement. Grill Tuna & Prawns: Tuna,neutral,neutral,FALSE,FALSE,,FALSE,1,
40b90e02-edfb-4d89-8f64-c1c0d2a7b388,chicken_55%,"Chicken 55% (chicken meat 29%, chicken heart 16%, chicken liver 10%)",neutral,neutral,FALSE,FALSE,,FALSE,1,
da2a4c53-76df-4575-9489-e81d9917edca,vitamin_d3._aloha_friends_tuna_&_whitefish:_tuna,Vitamin D3. Aloha Friends Tuna & Whitefish: Tuna,neutral,neutral,FALSE,FALSE,,FALSE,1,
ef75466e-4120-4a96-8c9a-225582df3407,vitamin_b12_supplement._grill_mackerel_&_sardines:_mackerel,Vitamin B12 Supplement. Grill Mackerel & Sardines: Mackerel,neutral,neutral,FALSE,FALSE,,FALSE,1,
cecf5b42-63b6-4546-8675-b0822f6474f1,chicken_&_vegetables_entrée_slices:water,Chicken & Vegetables Entrée Slices:Water,neutral,neutral,FALSE,FALSE,,FALSE,1,
c1f170b8-d69e-48bf-b30c-ec406f151ed0,chicken_&_vegetables_recipe:_chicken,Chicken & Vegetables Recipe: Chicken,neutral,neutral,FALSE,FALSE,,FALSE,1,
55e7c506-df93-4b93-b1fe-099bf3424439,choline_chloride._chicken_&_apple_recipe:_chicken,Choline Chloride. Chicken & Apple Recipe: Chicken,neutral,neutral,FALSE,FALSE,,FALSE,1,
81085af9-f934-41d1-8d05-bb3f44423764,with_chicken_&_beef:_sufficient_water_for_processing,With Chicken & Beef: SUFFICIENT WATER FOR PROCESSING,neutral,neutral,FALSE,FALSE,,FALSE,1,
370be8f2-8fb3-4b6b-9306-f31d111d3721,vitamin_d3_supplement._slow_cooked_chicken_&_vegetables:_chicken,Vitamin D3 Supplement. Slow Cooked Chicken & Vegetables: Chicken,caution,caution,FALSE,FALSE,,FALSE,1,
6ae78fa8-9fea-4947-97d4-083668bfd775,carrot_extract,Carrot Extract,neutral,neutral,FALSE,FALSE,,FALSE,1,
a822558d-5bef-4df9-a663-a0a4583f49fe,tiny_tasters_flaked_tuna_&_salmon_recipe_tuna,Tiny Tasters Flaked Tuna & Salmon Recipe Tuna,neutral,neutral,FALSE,FALSE,,FALSE,1,
79dadb59-4b0a-4ba1-a4dd-977fab6d6ce7,whitefish_&_tuna:_fish_broth,Whitefish & Tuna: Fish Broth,neutral,neutral,FALSE,FALSE,,FALSE,1,
5d37d042-e31c-44fd-b2e1-0382c59e64fa,choline_chloride._b437324,Choline Chloride. B437324,neutral,neutral,FALSE,FALSE,,FALSE,1,
7a109c57-eaf4-4d79-9c26-6284eca34548,chicken_and_fish:_chicken,Chicken And Fish: Chicken,neutral,neutral,FALSE,FALSE,,FALSE,1,
a80c8374-3f5e-4814-8a01-a3fd6f9d10f0,chicken_&_tuna:_beef,Chicken & Tuna: Beef,neutral,neutral,FALSE,FALSE,,FALSE,1,
a39b52f5-4bea-48e2-8f7a-1b49afbac240,pineapple_flaxseed,Pineapple Flaxseed,neutral,neutral,FALSE,FALSE,,FALSE,1,
d9733228-5056-49b2-95c5-6ee7b73d03ab,riboflavin_supplemen,Riboflavin Supplemen,neutral,neutral,FALSE,FALSE,,FALSE,1,
cfa397fa-9fad-495a-ab4a-2a78a3b92d8b,choline_chloride._f406124,Choline Chloride. F406124,neutral,neutral,FALSE,FALSE,,FALSE,1,
3c141e7d-1ea8-476a-a81a-52f8fe6a8ad6,bisglycinate_chelate,Bisglycinate Chelate,neutral,neutral,FALSE,FALSE,,FALSE,1,
9621fb84-4cce-4e4d-b522-5d14d0603f74,cayenne,Cayenne,neutral,neutral,FALSE,FALSE,,FALSE,1,
9ca9c773-9063-4cb6-8ce5-1a069f74a5f7,turkey_gizzards,Turkey Gizzards,neutral,neutral,FALSE,FALSE,,FALSE,1,
5e2c4ecb-eaf9-468a-9bba-72b9865669ba,minerals:_dried_kelp,Minerals: Dried Kelp,neutral,neutral,FALSE,FALSE,,FALSE,1,
47fa54cf-fda2-4479-b19f-d275df21a917,turkey_livers,Turkey Livers,neutral,neutral,FALSE,FALSE,,FALSE,1,
2f60a8fc-0eeb-4ad6-bab7-ebef0644fdde,grass_fed_lamb,Grass-Fed Lamb,neutral,neutral,FALSE,FALSE,,FALSE,1,
741ab5fa-f60c-470c-bb61-371f13519480,freeze__dried_duck,Freeze- Dried Duck,neutral,neutral,FALSE,FALSE,,FALSE,1,
1021fcf8-37d7-441f-bd3f-0d03ec7132fc,cage_free_chicken_recipe:_chicken,Cage-Free Chicken Recipe: Chicken,neutral,neutral,FALSE,FALSE,,FALSE,1,
fe09bd97-d7c9-469b-83a2-6c5e5daee454,potassium_iodide._chicken:_chicken,Potassium Iodide. Chicken: Chicken,neutral,neutral,FALSE,FALSE,,FALSE,1,
bdc2a3b6-b8ad-4512-a21d-d1321b8a3abf,beneful_incredibites_loaf_with_real_beef_:_chicken,Beneful incrediBITES Loaf with Real Beef : Chicken,neutral,neutral,FALSE,FALSE,,FALSE,1,
b54fa5c2-3004-4b1d-9177-dcf05edd580f,filet_mignon_flavor:beef,Filet Mignon Flavor:Beef,neutral,neutral,FALSE,FALSE,,FALSE,1,
df2ad2cf-5ad2-44e7-a38b-cd2cacb34943,potassium_iodide._pot_roast_with_spring_vegetables:_beef,Potassium Iodide. Pot Roast With Spring Vegetables: Beef,neutral,neutral,FALSE,FALSE,,FALSE,1,
7c3b9e5e-ef66-4652-bddd-f4c812dbd16e,sodium_selenite_**_we_use_chelated_minerals_**,Sodium Selenite ** We Use Chelated Minerals **,caution,caution,FALSE,FALSE,,FALSE,1,
5b585cfa-6a1d-47d8-aea3-e0485f96ece2,bacon_&_cheese_flavors:_chicken,Bacon & Cheese Flavors: Chicken,neutral,neutral,FALSE,FALSE,,FALSE,1,
25434706-b55a-4e08-8588-9cc2cb9a508d,beef_&_carrots,Beef & Carrots,neutral,neutral,FALSE,FALSE,,FALSE,1,
2e3090c1-704f-40d2-b9f6-e13fc3f20e3a,green_tea_extract._chicken_with_tuna_recipe_x4_chicken,Green Tea Extract. Chicken with Tuna Recipe x4 Chicken,neutral,caution,FALSE,FALSE,,FALSE,1,
6614ec34-5064-4ea1-9c5a-4b7caf0df2f6,sunflower_seed_meal,Sunflower Seed Meal,neutral,neutral,FALSE,FALSE,,FALSE,1,
d6f2d35f-117d-40ab-bea6-4a37611d42b3,refined_sunflower_oil,Refined Sunflower Oil,neutral,neutral,FALSE,FALSE,,FALSE,1,
f51176de-7fa0-4cdb-bc07-785161dcfbe3,lil_slurprises_surimi_whitefish_in_a_dreamy_sauce:_water,Lil' Slurprises Surimi Whitefish in a Dreamy Sauce: Water,neutral,neutral,FALSE,FALSE,,FALSE,1,
87243633-4f8a-4a19-b1fc-e9b4a4e9031a,kangaroo_liver,Kangaroo Liver,neutral,neutral,FALSE,FALSE,,FALSE,1,
c3253acf-8a47-40b3-aa48-13a16286b3dd,calcium_chloride._a399619_with_real_chicken:_chicken,Calcium Chloride. A399619 With Real Chicken: Chicken,neutral,neutral,FALSE,FALSE,,FALSE,1,
1d65975c-486d-4a18-8d0b-340072c6c307,flavor:_chicken_&_broccoliunavailable_with_chicken,Flavor: Chicken & BroccoliUnavailable with Chicken,neutral,neutral,FALSE,FALSE,,FALSE,1,
bd53bd80-b79b-47a0-9670-2bb14db8c2cd,xanthan_gum._2a26020,Xanthan Gum. 2A26020,neutral,neutral,FALSE,FALSE,,FALSE,1,
955d7aab-57b6-475d-b687-16f97159ea4c,vitamins:_choline_chloride,Vitamins: Choline Chloride,neutral,neutral,FALSE,FALSE,,FALSE,1,
8537da08-6af9-492e-8aee-885430320bb3,beef_&_carrotsflavor:_chicken_&_broccoliunavailable_with_chicken,Beef & CarrotsFlavor: Chicken & BroccoliUnavailable with Chicken,neutral,neutral,FALSE,FALSE,,FALSE,1,
49cd1c30-3889-4071-bf98-b8fb8897b9bb,teeny_texas_steak_tips_dinner:_deboned_beef,Teeny Texas Steak Tips Dinner: Deboned Beef,neutral,neutral,FALSE,FALSE,,FALSE,1,
2c981693-12cc-41a2-af90-15ff83c8ac5f,with_real_beef:_meat_by_products,With Real Beef: Meat By-Products,neutral,neutral,FALSE,FALSE,,FALSE,1,
945cd5a3-51f6-4aa2-a7d1-15134b1057f8,xanthan_gum._2a26026_tiny_thanksgiving_day_dinner:_deboned_turkey,Xanthan Gum. 2A26026 Tiny Thanksgiving Day Dinner: Deboned Turkey,neutral,neutral,FALSE,FALSE,,FALSE,1,
77c02369-1e83-4322-9dcd-ba8321c93635,primary_dried_yeast,Primary Dried Yeast,neutral,neutral,FALSE,FALSE,,FALSE,1,
20a5e08b-664a-42a3-969c-79a064d27098,potassium_iodide._chicken_&_tuna:_chicken,Potassium Iodide. Chicken & Tuna: Chicken,neutral,neutral,FALSE,FALSE,,FALSE,1,
e1b210ab-34e0-44b7-a376-1de421476b51,rockfish,Rockfish,neutral,neutral,FALSE,FALSE,,FALSE,1,
85ff4f73-ad32-4733-8581-109402d69140,case_of_6_chicken_&_mackerelsee_available_optionsunavailable_with_2.8_oz_pouch,case of 6 Chicken & MackerelSee available optionsUnavailable with 2.8-oz pouch,neutral,neutral,FALSE,FALSE,,FALSE,1,
dc40e388-630b-497a-9915-1d194a1868d4,calcium_iodate_and_selenium_yeast,Calcium Iodate and Selenium Yeast,neutral,neutral,FALSE,FALSE,,FALSE,1,
ae109737-4cd5-4f9f-8820-901efdac3c85,choline_chloride._f406524,Choline Chloride. F406524,neutral,neutral,FALSE,FALSE,,FALSE,1,
934359a2-8105-44a6-8117-3862646230a8,folic_acid_duck_&_tuna_recipe:_duck,Folic Acid Duck & Tuna Recipe: Duck,neutral,neutral,FALSE,FALSE,,FALSE,1,
9dbf868f-7f9f-42d7-b7b6-ab478f1b4bb6,vitamin_e_supplement_tuna_with_crab_recipe_x25_tubes_water,Vitamin E Supplement Tuna with Crab Recipe X25 Tubes Water,neutral,neutral,FALSE,FALSE,,FALSE,1,
d0523587-ef14-4b79-a485-2d26776a0e29,vitamin_e_supplement_tuna_with_salmon_recipe_x25_tubes_water,Vitamin E Supplement Tuna with Salmon Recipe X25 Tubes Water,neutral,neutral,FALSE,FALSE,,FALSE,1,
0e369c5c-56ce-493e-9f46-f0a7a9285d52,vitamin_d3_supplement._duck_broth,Vitamin D3 Supplement. Duck Broth,caution,caution,FALSE,FALSE,,FALSE,1,
67682a1a-c90d-4aba-a8c7-6e64ad1eedd1,including_salmon,including salmon,neutral,neutral,FALSE,FALSE,,FALSE,1,
ec714dce-b340-4330-9f95-7c89becaec45,choline_chloride._b299123_chunky_grain_free_colossal_chicken_dinner_with_carrots_peas_in_gravy:_deboned_chicken,Choline Chloride. B299123 Chunky Grain Free Colossal Chicken Dinner With Carrots Peas in Gravy: Deboned Chicken,neutral,neutral,FALSE,FALSE,,FALSE,1,
7cccf8aa-3277-451b-bc6f-4ffbd50c7a41,vitamin_b12_supplement._fowl_ball:_chicken_broth,Vitamin B12 Supplement. Fowl Ball: Chicken Broth,neutral,neutral,FALSE,FALSE,,FALSE,1,
25179fb4-07bc-4265-a12c-30af42e01c52,vitamin_b12_supplement._goldie_lox:_chicken_broth,Vitamin B12 Supplement. Goldie Lox: Chicken Broth,neutral,neutral,FALSE,FALSE,,FALSE,1,
a008ba48-2494-4975-a7f4-76ad79d1f476,chunky_grain_free_big_texas_steak_tips_dinner_in_gravy:_deboned_beef,Chunky Grain Free Big Texas Steak Tips Dinner in Gravy: Deboned Beef,neutral,neutral,FALSE,FALSE,,FALSE,1,
5a9a39c1-2d71-4b6f-b173-73a6a4141edb,magnesium_sulfate._b299223_healthy_grains_kitchen_comforts_turkey_meatloaf_:_deboned_turkey,Magnesium Sulfate. B299223 Healthy Grains Kitchen Comforts Turkey Meatloaf : Deboned Turkey,neutral,neutral,FALSE,FALSE,,FALSE,1,
8358ffac-95cd-45c3-8e12-3323481f42d8,wetlands_recipe_with_chicken_&_duck_in_rustic_gravy:_chicken_broth,Wetlands Recipe with Chicken & Duck in Rustic Gravy: Chicken Broth,neutral,neutral,FALSE,FALSE,,FALSE,1,
f311d0ab-a597-4b3d-b693-98ca32b83300,fish_oil._chicken_broth,Fish Oil. Chicken Broth,good,good,FALSE,FALSE,,FALSE,1,
18a10c79-de2c-486f-aa50-19847185ef53,rosemary_extract._nutrish_soup_bones___real_chicken_&_veggies_flavor:_wheat_flour,Rosemary Extract. Nutrish Soup Bones - Real Chicken & Veggies Flavor: Wheat Flour,good,good,FALSE,FALSE,,FALSE,1,
6f36b993-76e8-48c3-b927-c16a1ce9259c,rosemary_extract.whiting_meal,Rosemary Extract.Whiting Meal,good,good,FALSE,FALSE,,FALSE,1,
490c2423-89b3-46ec-89c8-89eacc064981,brocolli,Brocolli,neutral,neutral,FALSE,FALSE,,FALSE,1,
05263d7a-6cbc-43e3-a10f-713f2fe89a27,flax_meal,Flax Meal,neutral,neutral,FALSE,FALSE,,FALSE,1,
e4f73fb9-b2da-4b04-81bd-07cfbb9f6919,potassium_iodide._chunky_chicken_&_tuna_dinner_in_gravy:_chicken,Potassium Iodide. Chunky Chicken & Tuna Dinner in Gravy: Chicken,neutral,neutral,FALSE,FALSE,,FALSE,1,
65ba7f54-1c28-41a9-9f69-eca4c328b96b,saower_oil,SaOwer Oil,neutral,neutral,FALSE,FALSE,,FALSE,1,
b3a284c4-cfdf-4957-8065-a097ba458bdf,e407925,E407925,neutral,neutral,FALSE,FALSE,,FALSE,1,
39edf6e4-261b-4cf5-9d91-0625ddc70262,vitamin_e_supplement_tuna_with_scallop_recipe_x25_tubes_water,Vitamin E Supplement Tuna with Scallop Recipe X25 Tubes Water,neutral,neutral,FALSE,FALSE,,FALSE,1,
0210c8c0-6e87-46a2-896c-03d234891246,herringmeal,herringmeal,neutral,neutral,FALSE,FALSE,,FALSE,1,
33cc2c18-f249-498c-bc08-4b611fc2ed0b,wholecarrots,wholecarrots,neutral,neutral,FALSE,FALSE,,FALSE,1,
3d7c35c9-7273-44e9-8ed6-820c3951ea1f,juniperberries,juniperberries,neutral,neutral,FALSE,FALSE,,FALSE,1,
a8d38477-5fc8-439a-a40e-65bf195ea189,vegetable_fiber,"Vegetable Fiber (Oat Fiber, Psyllium Husk Powder, Pea Fiber)",neutral,neutral,FALSE,FALSE,,FALSE,1,
b0eaa44f-8a26-41ac-a276-2e5b0186ca02,95%_chicken:_chicken,95% Chicken: Chicken,neutral,neutral,FALSE,FALSE,,FALSE,1,
5a934839-d1ad-4ae0-b5a7-c4cb3d0d44a0,a438925,A438925,neutral,neutral,FALSE,FALSE,,FALSE,1,
6d1d7d70-8f1f-4dfe-bb6c-cb57bdb0cc39,potassium_iodide._chunky_chicken_&_chicken_liver_entrée_in_gravy:_chicken,Potassium Iodide. Chunky Chicken & Chicken Liver Entrée in Gravy: Chicken,neutral,neutral,FALSE,FALSE,,FALSE,1,
a0500f06-9ce8-45db-a5ae-4d049528f011,cheese_ingredients:_sufficient_water_for_processing,Cheese Ingredients: Sufficient Water For Processing,neutral,neutral,FALSE,FALSE,,FALSE,1,
0b9d7065-f74c-469e-b79f-e3ab678c8cef,shrimp_and_whitefish,shrimp and whitefish,neutral,neutral,FALSE,FALSE,,FALSE,1,
459d574d-ee2b-44d4-b809-8256ce6e0899,sesame_seed_oil,Sesame Seed Oil,neutral,neutral,FALSE,FALSE,,FALSE,1,
5a90fa5c-bc5c-4896-a45a-810c5f0cbe5a,vitamin_b12_supplement._funk_in_the_trunk:_chicken_broth,Vitamin B12 Supplement. Funk in the Trunk: Chicken Broth,neutral,neutral,FALSE,FALSE,,FALSE,1,
4d5bbbd7-0f6c-469a-b0d6-d30d33942948,potassium_iodide._beef_&_chicken:_beef,Potassium Iodide. Beef & Chicken: Beef,neutral,neutral,FALSE,FALSE,,FALSE,1,
21181ac8-815f-401c-b27a-d1037f2273ea,potassium_iodide._shredded_chicken_&_turkey_dinner_in_gravy:_chicken,Potassium Iodide. Shredded Chicken & Turkey Dinner in Gravy: Chicken,neutral,neutral,FALSE,FALSE,,FALSE,1,
bce97ec1-b07f-435b-903d-5f67e1ec6bf3,sodium_carbonate_turkey_entree:_turkey,Sodium Carbonate Turkey Entree: Turkey,neutral,neutral,FALSE,FALSE,,FALSE,1,
c0f23ed6-453c-4a75-98ee-ec331267651c,sodium_carbonate_lamb_entrée:_lamb,Sodium Carbonate Lamb Entrée: Lamb,neutral,neutral,FALSE,FALSE,,FALSE,1,
ac1be076-355f-44e2-b686-8521ada13701,gluten_free_oats,Gluten-Free Oats,neutral,neutral,FALSE,FALSE,,FALSE,1,
e3285ae4-2f66-4f01-8894-8d3f35613dc6,teff,Teff,neutral,neutral,FALSE,FALSE,,FALSE,1,
08a8607e-0951-404a-861f-c168279150c9,vitamin_d3_supplement._whitefish_&_tuna_entree:_whitefish,Vitamin D3 Supplement. Whitefish & Tuna Entree: Whitefish,caution,caution,FALSE,FALSE,,FALSE,1,
f3f5b5ca-412d-45da-be73-3ca56e667c29,jerusalem_artichoke,Jerusalem Artichoke,neutral,neutral,FALSE,FALSE,,FALSE,1,
a01c3fe4-9648-48ff-a8a5-a8f960018486,parsnip,Parsnip,neutral,neutral,FALSE,FALSE,,FALSE,1,
3c28f385-c782-43a4-947b-185828fc92fd,mixed_tocoperols_added_to_preserve_freshness,Mixed Tocoperols added to preserve freshness,neutral,neutral,FALSE,FALSE,,FALSE,1,
8d3fc99b-c6e4-4e23-a9d5-a846fedd8b75,salmon:_cod,Salmon: Cod,neutral,neutral,FALSE,FALSE,,FALSE,1,
218fae2e-774a-40cb-bfe8-66474395b061,vitamin_d3_supplement._chicken_&_pork_recipe:_chicken,Vitamin D3 Supplement. Chicken & Pork Recipe: Chicken,caution,caution,FALSE,FALSE,,FALSE,1,
b56a1096-5029-432c-80d5-fcd69986f1e3,beef_marrow,Beef Marrow,neutral,neutral,FALSE,FALSE,,FALSE,1,
e54621f9-8d7d-433a-8c1e-914b05b42b68,vitamin_b12_supplement._tuna_and_crab:_tuna,Vitamin B12 Supplement. Tuna And Crab: Tuna,neutral,neutral,FALSE,FALSE,,FALSE,1,
2edb752d-6dbc-41b5-bb87-fb87d635a1da,vitamin_b12_supplement._tuna_and_shrimp:_tuna,Vitamin B12 Supplement. Tuna And Shrimp: Tuna,neutral,neutral,FALSE,FALSE,,FALSE,1,
40150764-8c9a-4fd1-9447-3eaf31396a18,vitamin_b12_supplement._tuna_too_cool:_tuna,Vitamin B12 Supplement. Tuna Too Cool: Tuna,neutral,neutral,FALSE,FALSE,,FALSE,1,
2373cc2f-dbf4-4684-ab88-04adce4e63b1,d370225,D370225,neutral,neutral,FALSE,FALSE,,FALSE,1,
e954e572-5ebc-4dc5-8870-8c32dde81607,beef_stomach,Beef Stomach,neutral,neutral,FALSE,FALSE,,FALSE,1,
286a1428-a78e-4adb-b089-77c98f0df179,sorghum_milo,Sorghum Milo,neutral,neutral,FALSE,FALSE,,FALSE,1,
53d1f1f6-085d-4810-bdf7-4f75cd79115b,pheasant,Pheasant,good,good,FALSE,FALSE,,FALSE,1,
95f25f32-36c0-4b02-bc2f-a37fd945a37d,lil_plates_petite_pate_chicken_dinner:_deboned_chicken,Lil' Plates Petite Pate Chicken Dinner: Deboned Chicken,neutral,neutral,FALSE,FALSE,,FALSE,1,
d780281b-5ab9-4522-a60a-969fa2aa6ca7,there_is_no_chicken_in_these_treats._the_full_ingredients_are:_wheat_starch,There is no chicken in these treats. The full ingredients are: Wheat Starch,neutral,neutral,FALSE,FALSE,,FALSE,1,
af1653ff-886a-4d8f-bda0-a81b4c15f41b,beef_meal:_beef,Beef Meal: Beef,neutral,neutral,FALSE,FALSE,,FALSE,1,
df1b4d50-89da-4167-983e-cfab6e31c133,sea_salt;_turkey_meal:_turkey,Sea Salt; Turkey Meal: Turkey,neutral,neutral,FALSE,FALSE,,FALSE,1,
e96815d0-ab68-470f-be09-ada6f34cd093,thyme._c287124;_lil_plates_petite_pate_turkey_dinner_:_deboned_turkey,Thyme. C287124; Lil' Plates Petite Pate Turkey Dinner : Deboned Turkey,neutral,neutral,FALSE,FALSE,,FALSE,1,
75e6eb90-1e6f-4e6a-b1cf-d62b603e21c1,sea_salt;_salmon_meal:_salmon,Sea Salt; Salmon Meal: Salmon,neutral,neutral,FALSE,FALSE,,FALSE,1,
223a7402-d35d-4c02-9d45-dec5a4b333e1,simply_crafted_beef,Simply Crafted Beef,neutral,neutral,FALSE,FALSE,,FALSE,1,
917b5293-c11f-41a2-9740-9fa1f41dd722,water_simply_crafted_chicken,Water Simply Crafted Chicken,neutral,neutral,FALSE,FALSE,,FALSE,1,
a48099cb-e069-415c-b722-8966bf2a2b14,tuna_&_mackerel:_salmon,Tuna & Mackerel: Salmon,neutral,neutral,FALSE,FALSE,,FALSE,1,
f8ac7187-eb61-41fe-8de3-3ca5c43c52a4,a320625,A320625,neutral,neutral,FALSE,FALSE,,FALSE,1,
10300851-5f95-439e-83fc-02dab84ecd73,96.00%,"(Beef, Beef Tripe, Beef Lung, Beef Liver, Beef Heart) 96.0%",neutral,neutral,FALSE,FALSE,,FALSE,1,
84dac22c-7745-45f3-84e6-8fc43f33430f,biotin._chicken_&_tuna:_chicken,Biotin. Chicken & Tuna: Chicken,neutral,neutral,FALSE,FALSE,,FALSE,1,
2f534f61-ecc0-4245-8116-57a011551339,pyridoxine_hydrocloride,Pyridoxine Hydrocloride,neutral,neutral,FALSE,FALSE,,FALSE,1,
1da9a835-e4dc-4a25-a386-1c61f525e173,nutritional_yeast,Nutritional Yeast,neutral,neutral,FALSE,FALSE,,FALSE,1,
ff49a903-854a-409b-89a9-353744a3143b,yucca_schidigera_extract_0.12%,Yucca Schidigera Extract 0.12%,good,good,FALSE,FALSE,,FALSE,1,
aa3da05b-a352-40b7-9947-1d8fac24a687,buffalo,Buffalo,neutral,neutral,FALSE,FALSE,,FALSE,1,
17372ada-da31-49b0-a41d-626e28bb740e,&_brown_rice:_chicken,& Brown Rice: Chicken,neutral,neutral,FALSE,FALSE,,FALSE,1,
5590723b-f095-40c0-b480-16348cf1724b,attributes/_specifications_ingredients_&_analysis_ingredients_chicken,ATTRIBUTES/ SPECIFICATIONS INGREDIENTS & ANALYSIS Ingredients Chicken,neutral,neutral,FALSE,FALSE,,FALSE,1,
f4c8278b-9c4f-4b3d-9092-c32290361da5,barley_&_spinach:_chicken,Barley & Spinach: Chicken,neutral,neutral,FALSE,FALSE,,FALSE,1,
78b63bd4-96ad-4c19-b382-8f5b8b4fe099,folic_acid._chunky_chicken_stew:_chicken_broth,Folic Acid. Chunky Chicken Stew: Chicken Broth,neutral,neutral,FALSE,FALSE,,FALSE,1,
79d58a11-eb31-4111-942a-046002a3632f,potatoes_&_peas:_chicken,Potatoes & Peas: Chicken,neutral,neutral,FALSE,FALSE,,FALSE,1,
115aa8b4-4b5d-4d9c-847e-2758b98308e6,&_red_rice_:_beef,& Red Rice : Beef,neutral,neutral,FALSE,FALSE,,FALSE,1,
474292ab-372a-4ced-b9a8-e0ba577e652c,beef_stew_w/_carrots_&_potatoes:_beef,Beef Stew w/ Carrots & Potatoes: Beef,neutral,neutral,FALSE,FALSE,,FALSE,1,
3e8736cc-fd93-4096-a2f7-22d29d0c6d14,savory_beef_&_vegetable_stew:_beef_broth,Savory Beef & Vegetable Stew: Beef Broth,neutral,neutral,FALSE,FALSE,,FALSE,1,
7e0427e8-4bc1-48b2-a817-7db49c4b2444,thyme._turkey_stew_w/_carrots_&_barley:_turkey,Thyme. Turkey Stew w/ Carrots & Barley: Turkey,neutral,neutral,FALSE,FALSE,,FALSE,1,
