family,canonical_name,dog_base_severity,cat_base_severity,occurrence_count
chicken_fat,chicken_fat_preserved_with_mixed_tocopherols_and_citric_acid,good,good,3
chicken_fat,chicken_fat_preserved_with_mixed_tocopherols),good,good,1
chicken_flavor,chicken_flavor,neutral,neutral,242
chicken_flavored,chicken_flavored_gravy,neutral,neutral,4
chicken_flavored,chicken_flavored_broth,neutral,neutral,2
chicken_free,chicken_free,neutral,neutral,3
chicken_giblets,chicken_giblets,neutral,neutral,8
chicken_gizzard,chicken_gizzard,neutral,neutral,64
chicken_heart,chicken_heart,neutral,neutral,283
chicken_heart),chicken_heart)_96.0%,neutral,neutral,1
chicken_liver,chicken_liver,neutral,neutral,818
chicken_liver,chicken_liver_flavor,neutral,neutral,134
chicken_liver,chicken_liver_&_hearts,neutral,neutral,1
chicken_liver,chicken_liver_powder,neutral,neutral,1
chicken_meat,chicken_meat,neutral,neutral,7
chicken_meat,chicken_meat_meal,neutral,neutral,3
chicken_necks,chicken_necks,neutral,neutral,4
chicken_oil,chicken_oil,neutral,neutral,7
chicken_organs,chicken_organs,neutral,neutral,1
chicken_plasma,chicken_plasma,neutral,neutral,1
chicken_powder,chicken_powder,neutral,neutral,1
chicken_protein,chicken_protein_hydrolysate,neutral,neutral,4
chicken_protein,chicken_protein,neutral,neutral,2
chicken_recipe,chicken_recipe_x4_chicken,neutral,neutral,1
chicken_recipe,chicken_recipe_x25_tubes_water,neutral,neutral,1
chicken_recipe,chicken_recipe_x5_cups_water,neutral,neutral,1
chicken_recipe,chicken_recipe_x15_tubes_water,neutral,neutral,1
chicken_recipe:chicken,chicken_recipe:chicken,neutral,neutral,1
chicken_skin,chicken_skin,neutral,neutral,4
chicken_with,chicken_with_ground_bone,neutral,neutral,6
chicken_with,chicken_with_tuna_recipe_x10_packschicken,neutral,neutral,1
chicken_with,chicken_with_ground_bone_chicken_liver,neutral,neutral,1
chicken_with,chicken_with_scallop_recipe_x4_chicken,neutral,neutral,1
chicken_with,chicken_with_tuna_recipe_x4_chicken,neutral,neutral,1
chicken_with,chicken_with_salmon_recipe_6_pouches___scallop_broth,neutral,neutral,1
chicken_with,chicken_with_cheese_recipe_x5_tubes_water,neutral,neutral,1
chicken_with,chicken_with_cheese_recipe_x15_tubes_water,neutral,neutral,1
chickpea,chickpea,neutral,neutral,18
chickpea_flour,chickpea_flour,neutral,neutral,25
chickpeas_&,chickpeas_&_kale_in_broth,caution,caution,1
chicory,chicory,neutral,neutral,24
chicory,chicory_root_inulin,good,good,1
chicory,papain_and_chicory_root,neutral,neutral,1
chloline,chloline_chloride,neutral,neutral,1
chloride,chloride,neutral,neutral,3
choline,choline,neutral,neutral,36
choline,choline_bitartrate,neutral,neutral,28
choline,choline_chloride_beef,neutral,neutral,1
churro_flavor,churro_flavor,neutral,neutral,1
cinnamon_and,cinnamon_and_mixed_tocopherols,neutral,caution,3
citric_acid,citric_acid_for_freshness,neutral,neutral,20
citric_acid,citric_acid_&_mixed_tocopherols,neutral,neutral,2
citrus_acid,citrus_acid,neutral,neutral,1
citrus_fiber,citrus_fiber,neutral,neutral,5
citrus_pulp,citrus_pulp,neutral,neutral,49
classic_pate,classic_pate_beef,neutral,neutral,1
clinoptilolite_of,clinoptilolite_of_sedimentary_origin,neutral,neutral,4
clove,clove,neutral,neutral,1
clover_extract,clover_extract,neutral,neutral,3
cloves,cloves,neutral,neutral,1
club_cup,club_cup_one,neutral,neutral,2
cobalt,cobalt_chelated,neutral,neutral,147
cobalt,cobalt,neutral,neutral,86
cobalt,cobalt_glucoheptonate,neutral,neutral,19
cobalt,cobalt_carbonate_and_cobalt_glucoheptonate,neutral,neutral,1
cobalt,cobalt_carbonate_and_ethylenediamine_dihydroiodide,neutral,neutral,1
cochineal_extract,cochineal_extract,neutral,neutral,10
cochineal_natural,cochineal_natural_volor,neutral,neutral,1
cochineal_natural,cochineal_natural_color,neutral,neutral,1
cocoa_glycerin,cocoa_glycerin_4%,neutral,neutral,1
coconut,coconut,neutral,neutral,58
coconut_flakes,coconut_flakes,neutral,neutral,4
coconut_flour,coconut_flour,neutral,neutral,25
coconut_glycerin,coconut_glycerin,neutral,neutral,69
coconut_glycerine,coconut_glycerine,neutral,neutral,1
coconut_meal,coconut_meal,neutral,neutral,10
coconut_milk,coconut_milk,neutral,neutral,4
cod,cod,good,good,50
cod_flavor,cod_flavor,neutral,neutral,2
cod_liver,cod_liver_oil,neutral,neutral,17
cod_liver,cod_liver,neutral,neutral,3
cod_meal,cod_meal,neutral,neutral,2
codfish,codfish,neutral,neutral,2
coenzyme_q10,coenzyme_q10,neutral,neutral,3
collagen,collagen,neutral,neutral,22
collagen_casing,collagen_casing,neutral,neutral,2
collard_greens,collard_greens,neutral,neutral,35
color,color,neutral,neutral,3
color_added,color_added,neutral,neutral,9
colored_with,colored_with_paprika,neutral,neutral,3
coloring_agent,coloring_agent,neutral,neutral,2
colors,colors,neutral,neutral,5
colostrum,colostrum,neutral,neutral,2
colouring,colouring,neutral,neutral,1
combo_with,combo_with_chicken,neutral,neutral,1
complex,complex,neutral,neutral,1
confectioners_glaze,confectioners_glaze,neutral,neutral,5
contains_real,contains_real,neutral,neutral,1
cooked_beef,cooked_beef_bone_marrow,neutral,neutral,1
cooked_bone,cooked_bone_marrow,neutral,neutral,10
cooked_chicken,cooked_chicken,neutral,neutral,1
copper,copper_chelated,good,good,2196
copper,copper_glycine_complex,neutral,neutral,32
copper,copper_methionine_hydroxy_analogue_chelate,neutral,neutral,26
copper,copper_sulphate,neutral,neutral,13
copper,copper_lysine_complex,neutral,neutral,12
copper,copper_oxide,neutral,neutral,9
copper,copper,neutral,neutral,9
copper,copper_gluconate,neutral,neutral,8
copper,copper_sulfate_pentahydrate,caution,neutral,3
copper,cupric_sulfate_pentahydrate,neutral,neutral,3
copper,copper_citrate,neutral,neutral,1
copper,copper_priteinate,neutral,neutral,1
copper,copper_methionine_chelate,neutral,neutral,1
copper,sodium_copper_chlorophyllin,neutral,neutral,1
cordyceps,cordyceps,neutral,neutral,7
coriander,coriander,neutral,neutral,4
corn_distillers,corn_distillers_dried_grains_with_solubles,neutral,caution,1
corn_flour,corn_flour,neutral,caution,32
corn_germ,corn_germ_meal,neutral,caution,44
corn_gluten,corn_gluten,neutral,caution,5
corn_gluten,corn_gluten_feed,neutral,caution,1
corn_grits,corn_grits,neutral,caution,14
corn_maltodextrin,corn_maltodextrin,neutral,caution,1
corn_meal,corn_meal,neutral,caution,16
corn_oil,corn_oil,neutral,caution,37
corn_protein,corn_protein_concentrate,neutral,caution,9
corn_protein,corn_protein,neutral,caution,2
corn_starch,corn_starch_modified,neutral,caution,261
corn_starch,corn_starch,neutral,caution,218
corn_startch,corn_startch,neutral,caution,2
corn_strarch,corn_strarch,neutral,caution,1
corn_sugar,corn_sugar,caution,caution,1
cornprotein_meal,cornprotein_meal,neutral,neutral,268
cottage_cheese,cottage_cheese,neutral,neutral,3
courgette,courgette,neutral,neutral,1
courgette_8%,courgette_8%,neutral,neutral,1
couscous,couscous,neutral,neutral,1
crab,crab,neutral,neutral,25
crab_5%,crab_5%,neutral,neutral,2
crab_broth,crab_broth,neutral,neutral,1
crab_flavor,crab_flavor,neutral,neutral,17
crab_flavored,crab_flavored_broth,neutral,neutral,3
crab_meal,crab_meal,neutral,neutral,10
crab_surimi,crab_surimi,neutral,neutral,6
crabmeat,crabmeat,neutral,neutral,1
cranberry,cranberry,neutral,neutral,51
cranberry,pressed_cranberries,neutral,neutral,36
cranberry,cranberry_powder,neutral,neutral,11
cranberry,cranberry_extract,neutral,neutral,11
cranberry,cranberry_0.1%,neutral,neutral,4
cranberry,cranberry_fiber,neutral,neutral,2
cranberry,cranberry_pomace,neutral,neutral,1
cranberry,pressed_cranberry,neutral,neutral,1
cranberry,cranberry_juice,neutral,neutral,1
cranberry,cranberry_juice_concentrate_powder,neutral,neutral,1
cranberry,cranberry_juice_powder,neutral,neutral,1
cranberry,cranberries_salt,good,caution,1
cranberry,cranberries_llysine,good,neutral,1
cranberry,flavor_cranberries,neutral,neutral,1
cranberry,cranberry_flavor,neutral,neutral,1
cremini_mushrooms,cremini_mushrooms,neutral,neutral,1
cricket,cricket,neutral,neutral,1
crrageenan,crrageenan,neutral,neutral,1
crude_fat,crude_fat_6.0%,neutral,neutral,1
crude_fiber,crude_fiber_1.5%,neutral,neutral,1
crunchy_peanut,crunchy_peanut_butter,neutral,neutral,5
crushed_red,crushed_red_chili_pepper,neutral,neutral,3
cultured_dextrose,cultured_dextrose,caution,caution,1
cultured_grade,cultured_grade_a_dairy,neutral,neutral,3
cultured_milk,cultured_milk,neutral,neutral,7
cultured_non,cultured_non_fat_milk,neutral,neutral,1
cultured_skim,cultured_skim_milk,neutral,neutral,43
cultured_whey,cultured_whey,neutral,neutral,89
cultured_whey,cultured_whey_product,neutral,neutral,3
cultured_yeast,cultured_yeast,neutral,neutral,2
cumin,cumin,neutral,neutral,13
cupper,cupper_sulfate,neutral,neutral,1
curing_salt,curing_salt,caution,caution,4
cysteine,cysteine,neutral,neutral,26
d3,d3,neutral,neutral,4
d3_supplements,d3_supplements,neutral,neutral,1
d_activated,d_activated_animal_sterol,caution,caution,1
d_and,d_and_e,neutral,neutral,1
dairy,dairy,neutral,neutral,2
dalphatocopherol,dalphatocopherol_acetate,neutral,neutral,1
dandelion,dandelion,neutral,neutral,26
dandelion_greens,dandelion_greens,neutral,neutral,22
dandelion_leaf,dandelion_leaf,neutral,neutral,4
dandelion_leaf,dandelion_leaf_powder,neutral,neutral,3
dandelion_leaves,dandelion_leaves,neutral,neutral,2
dandelion_powder,dandelion_powder,neutral,neutral,4
dandelion_root,dandelion_root_extract,neutral,neutral,3
date_syrup,date_syrup,neutral,neutral,3
dbiotin,dbiotin,neutral,neutral,1
dcalcium_panthothenate,dcalcium_panthothenate,neutral,neutral,6
de_boned,de_boned_salmon,neutral,neutral,9
de_boned,de_boned_turkey,neutral,neutral,6
de_boned,de_boned_duck,neutral,neutral,5
de_boned,de_boned_chicken,neutral,neutral,3
de_boned,de_boned_beef,neutral,neutral,2
de_boned,de_boned_lamb,neutral,neutral,1
de_boned,de_boned_wild_boar,neutral,neutral,1
deboned_trout,deboned_trout,neutral,neutral,1
defatted_wheat,defatted_wheat_germ,neutral,caution,1
dehulled_soybean,dehulled_soybean_meal,caution,caution,4
dehydrated_alfalfa,dehydrated_alfalfa_meal,neutral,neutral,5
dehydrated_chicken,dehydrated_chicken,neutral,neutral,2
detailsreveal_tuna,detailsreveal_tuna_puree_grain_free_lickable_cat_treats,neutral,neutral,1
dextrin,dextrin,neutral,neutral,3
diatomaceous_earth,diatomaceous_earth,neutral,neutral,4
dill,dill,neutral,neutral,4
dimethionine,dimethionine,neutral,neutral,1
direct_dehydrated,direct_dehydrated_alfalfa_pellets,neutral,neutral,60
direct_fed,direct_fed_microorganisms,neutral,neutral,1
disodium_edta,disodium_edta,neutral,neutral,4
disodium_pyrophosphate,disodium_pyrophosphate,neutral,neutral,5
distilled_vinegar,distilled_vinegar,neutral,neutral,28
dlalpha,dlalpha,neutral,neutral,1
dlalphatocopherol,dlalphatocopherol_acetate,neutral,neutral,9
dlmethionine,dlmethionine,neutral,neutral,1
dpantothenic_acid,dpantothenic_acid,neutral,neutral,7
dried_alfalfa,dried_alfalfa_meal,neutral,neutral,3
dried_chickpeas,dried_chickpeas,neutral,neutral,1
dried_potatoes,dried_potatoes,neutral,neutral,2
dried_sweet,dried_sweet_potatoes,neutral,neutral,1
dried_tomato,dried_tomato,neutral,neutral,3
dried_yeast,dried_yeast,good,good,302
driedbifidobacterium_bifidum,driedbifidobacterium_bifidum_fermentation_product,neutral,neutral,1
driedlactobacillus_acidophilus,driedlactobacillus_acidophilus_fermentation_product,neutral,neutral,1
dry_cultured,dry_cultured_whey,neutral,neutral,1
dry_eggs,dry_eggs,neutral,neutral,1
dry_place,dry_place,neutral,neutral,2
dry_whey,dry_whey,neutral,neutral,2
duck,duck,good,good,255
duck_&,duck_&_pumpkin:**_chicken,neutral,neutral,1
duck_5%,duck_5%,neutral,neutral,1
duck_bone,duck_bone_broth,neutral,neutral,3
duck_breast,duck_breast,neutral,neutral,3
duck_broth,duck_broth,neutral,neutral,33
duck_fat,duck_fat,neutral,neutral,7
duck_flavor,duck_flavor,neutral,neutral,5
duck_flavoring,duck_flavoring,neutral,neutral,1
duck_gizzard,duck_gizzard,neutral,neutral,2
duck_heart,duck_heart,neutral,neutral,1
duck_liver,duck_liver,neutral,neutral,14
duck_meal,duck_meal,neutral,neutral,42
duck_neck,duck_neck,neutral,neutral,1
duck_with,duck_with_ground_bone,neutral,neutral,3
egg_and,egg_and_chicken_flavor,neutral,neutral,18
egg_flavor,egg_flavor,neutral,neutral,1
egg_noodle,egg_noodle,neutral,neutral,1
egg_powder,egg_powder,neutral,neutral,13
egg_product,egg_product,good,good,140
egg_salmon,egg_salmon_puree_fish_broth,neutral,neutral,1
egg_shell,egg_shell_meal,neutral,neutral,20
egg_shell,egg_shell,neutral,neutral,2
egg_tuna,egg_tuna_puree_fish_broth,neutral,neutral,1
egg_white,egg_white,good,good,163
egg_white,egg_white_powder,neutral,neutral,2
egg_yolk,egg_yolk_powder,neutral,neutral,6
egg_yolk,egg_yolk,neutral,neutral,5
eggshell,eggshell,neutral,neutral,4
eggshell_meal,eggshell_meal,neutral,neutral,1
eggshell_membrane,eggshell_membrane,neutral,neutral,2
eggshell_powder,eggshell_powder,neutral,neutral,2
eggshells,eggshells,neutral,neutral,9
eggshells_chicken,eggshells_chicken_meal_chicken,neutral,neutral,1
eggshells_pork,eggshells_pork_meal_pork,neutral,neutral,1
elderberry_extract,elderberry_extract,neutral,neutral,1
elk,elk,good,good,2
elk_bone,elk_bone,neutral,neutral,1
encapsulated_citric,encapsulated_citric_acid,neutral,neutral,4
enhancer_flavor,enhancer_flavor_lamb,neutral,neutral,1
enhancer_flavour,enhancer_flavour,neutral,neutral,1
enriched_egg,enriched_egg_noodles,neutral,neutral,5
entercoccus_faecium,entercoccus_faecium_fermentation_product,neutral,neutral,1
ergocalciferol,ergocalciferol,neutral,neutral,2
erythorbic_acid,erythorbic_acid,neutral,neutral,45
etc?answer_by,etc?answer_by_chewy_•_may_31,neutral,neutral,1
ethylenediamine_dihydrdiodide,ethylenediamine_dihydrdiodide,neutral,neutral,1
ethylenediamine_dihydroiodide,ethylenediamine_dihydroiodide,neutral,neutral,60
eucalyptus_oil,eucalyptus_oil,neutral,neutral,2
evaporated_cane,evaporated_cane_syrup,neutral,neutral,1
evaporated_milk,evaporated_milk,neutral,neutral,2
extract,extract,neutral,neutral,2
faba_beans,faba_beans,neutral,neutral,16
faecium_fermentation,faecium_fermentation_product,neutral,neutral,1
fat_product,fat_product,neutral,neutral,2
fava_beans,fava_beans,neutral,neutral,3
fd&c_blue,fd&c_blue_no._1,caution,caution,17
fd&c_blue,fd&c_blue_no._2,caution,caution,10
fd&c_blue,fd&c_blue_#1,caution,caution,4
fd&c_blue#1,fd&c_blue#1,caution,caution,1
fd&c_red,fd&c_red_no_40,caution,caution,33
fd&c_red,fd&c_red_no._3,caution,caution,6
fd&c_red,fd&c_red_#_40,caution,caution,1
fd&c_red,fd&c_red_40_lake,caution,caution,1
fd&c_red#40,fd&c_red#40,caution,caution,1
fd&c_yellos,fd&c_yellos_#6,caution,caution,1
fd&c_yellow,fd&c_yellow_no._6,caution,caution,16
fd&c_yellow,fd&c_yellow_no._5,caution,caution,12
fd&c_yellow,fd&c_yellow_#5,caution,caution,4
fd&c_yellow,fd&c_yellow_6,caution,caution,3
fd&c_yellow,fd&c_yellow_#_5,caution,caution,1
fd&c_yellow,fd&c_yellow_#_6,caution,caution,1
fd&c_yellow,fd&c_yellow_5_lake,caution,caution,1
fd&c_yellow#6,fd&c_yellow#6,caution,caution,1
fd*c_red,fd*c_red_#40,caution,caution,18
fd_&,fd_&_c_yellow_no._5,neutral,neutral,3
feeding_oatmeal,feeding_oatmeal,neutral,neutral,4
fennel,fennel,neutral,neutral,18
fennel_powder,fennel_powder,neutral,neutral,2
fenugreek,fenugreek,neutral,neutral,5
fenugreek_seed,fenugreek_seed,neutral,neutral,39
fermentation_product,fermentation_product,neutral,neutral,2
fettuccine_pasta,fettuccine_pasta,neutral,neutral,1
field_peas,field_peas,neutral,neutral,11
filet_mignon,filet_mignon_flavor,neutral,neutral,40
filet_mignon,filet_mignon_flavor:beef,neutral,neutral,1
filet_mignon,filet_mignon_flavor_with_other_natural_flavors,neutral,neutral,1
fillers,fillers,neutral,neutral,1
fish,fish,neutral,neutral,208
fish_bone,fish_bone_broth,neutral,neutral,16
fish_broth,fish_broth,caution,caution,247
fish_by,fish_by_product,neutral,neutral,2
fish_extract,fish_extract,neutral,neutral,19
fish_flavor,fish_flavor,neutral,neutral,70
fish_gelatine,fish_gelatine,neutral,neutral,1
fish_oil,menhaden_fish_meal,neutral,neutral,125
fish_oil,menhaden_fish_oil,neutral,neutral,90
fish_oil,menhaden_oil),neutral,neutral,13
fish_oil,fish_oil_powder,good,good,4
fish_oil,tuna_fish_oil,neutral,neutral,4
fish_oil,menhaden_fish_meal_dried_chickpeas,neutral,neutral,2
fish_oil,menhaden,neutral,neutral,1
fish_oil,including_salmon_oil,neutral,neutral,1
fish_protein,fish_protein,neutral,neutral,5
fish_protein,fish_protein_concentrate,neutral,neutral,2
fish_skin,fish_skin,neutral,neutral,2
flaked_crab,flaked_crab,neutral,neutral,1
flaked_crab,flaked_crab_surimi,neutral,neutral,1
flavor,flavor,neutral,neutral,51
flavor_enhancer,flavor_enhancer,neutral,neutral,2
flavor_enhancers,flavor_enhancers,neutral,neutral,1
flavor_morsels,flavor_morsels_in_sauce_with_beef_water,neutral,neutral,1
flavoring_agent,flavoring_agent,neutral,neutral,1
flavors,flavors,neutral,neutral,38
flavors_or,flavors_or_meats,neutral,neutral,1
flaxseed,flaxseed_meal,good,neutral,63
flaxseed,flax_seed,neutral,neutral,35
flaxseed,flax_seed_meal,neutral,neutral,8
flaxseed,golden_flaxseed,neutral,neutral,3
flaxseed,sprouted_flaxseed,neutral,neutral,2
flaxseed,flaxseed_flakes,good,neutral,2
flaxseed,pineapple_flaxseed,neutral,neutral,1
flaxseed,flax_meal,neutral,neutral,1
flaxseed,flax_free,neutral,neutral,1
flaxseed,flax_oil,neutral,neutral,1
flaxseed,flaxseed_oil.___chicken_broth,good,neutral,1
flaxseed,flax_seed_powder,neutral,neutral,1
flaxseed,flaxseed_glycerin,good,neutral,1
flaxssed,flaxssed,neutral,neutral,1
flounder,flounder,neutral,neutral,13
flour,flour,neutral,neutral,2
folic_acid,folate,good,good,3663
folic_acid,folic_acid_contains_a_source_of_live,neutral,neutral,45
folic_acid,folic_acid_lamb_recipe_lamb,neutral,neutral,3
folic_acid,folic,neutral,neutral,2
folic_acid,folic_acid_mackerel__lamb_recipe_mackerel,neutral,neutral,2
folic_acid,and_folic_acid,neutral,neutral,1
folic_acid,folic_acid_minced_chicken_chicken,neutral,neutral,1
folic_acid,folic_acid_vitamin,neutral,neutral,1
folic_acid,folic_acid_beef_ingredients_sufficient_water_for_processing,neutral,neutral,1
folic_acid,folic_acid_venison_recipe_venison,neutral,neutral,1
folic_acid,folic_acid_mackerel_recipe_mackerel,neutral,neutral,1
folic_acid,folic_acid_turkey_minced_recipe_turkey,neutral,neutral,1
folic_acid,folic_acid_inulin,neutral,neutral,1
foloc_acid,foloc_acid,neutral,neutral,2
food_grade,food_grade_color,neutral,neutral,1
food_starch,food_starch_modified_vitamins,neutral,neutral,1
fos_or,fos_or_fructooligosaccharide,neutral,neutral,3
free_from,free_from_artificial_preservatives,neutral,neutral,2
free_from,free_from_gluten,neutral,neutral,1
free_range,free_range_venison,neutral,neutral,1
free_range,free_range_cattle,neutral,neutral,1
freeze_,freeze__dried_duck,neutral,neutral,1
freezedried_pork,freezedried_pork,neutral,neutral,1
freshwater_drum,freshwater_drum,neutral,neutral,2
friendly,friendly,neutral,neutral,1
fructolligosaccharide,fructolligosaccharide,neutral,neutral,3
fructooligiosaccharides,fructooligiosaccharides,neutral,neutral,1
fructooligosaccharide,fructooligosaccharide,neutral,neutral,96
fructooligosaccharide_powder,fructooligosaccharide_powder,neutral,neutral,1
fructooligosacchrides,fructooligosacchrides,neutral,neutral,1
fructose,fructose,caution,caution,75
fruit_juice,fruit_juice_color,neutral,neutral,36
fruit_juice,fruit_juice,neutral,neutral,10
fruits_and,fruits_and_vegetables,neutral,neutral,2
frutooligosaccharide,frutooligosaccharide,neutral,neutral,1
gaba,gaba,neutral,neutral,1
garbanzo_beans,garbanzo_beans,neutral,neutral,41
garlic,garlic,neutral,neutral,19
garlic_oil,garlic_oil,caution,danger,45
garlic_powder,garlic_powder,caution,danger,20
gelatin,gelatin,neutral,neutral,263
gelatine,gelatine,neutral,neutral,1
gelatinized_corn,gelatinized_corn_flour,neutral,caution,1
gelling_agent,gelling_agent,neutral,neutral,1
gelling_agent;,gelling_agent;_fish_broth,neutral,neutral,1
gelling_agent;,gelling_agent;_lamb_broth,neutral,neutral,1
ginger_root,ginger_root,good,neutral,5
gingerbread_spice,gingerbread_spice_flavor,neutral,neutral,1
gla_safflower,gla_safflower_oil,neutral,neutral,7
gleatin,gleatin,neutral,neutral,1
glucono_delta,glucono_delta_lactone,neutral,neutral,18
glucose,glucose,neutral,neutral,4
glucose_oxidase,glucose_oxidase,neutral,neutral,1
glucose_syrup,glucose_syrup,neutral,neutral,3
glucose_syrup,glucose_syrup_solids,neutral,neutral,1
glue,glue,neutral,neutral,1
gluten,gluten,neutral,neutral,2
gluten_free,gluten_free_oats,neutral,neutral,1
gluten_free,gluten_free,neutral,neutral,1
glutinous_rice,glutinous_rice_flour,neutral,neutral,2
glycerin_chicken,glycerin_chicken_fat,neutral,neutral,1
glycerine,glycerine,neutral,neutral,10
glycerol,glycerol,neutral,neutral,1
glycerol_monostearate,glycerol_monostearate,neutral,neutral,9
glycerol_monosterate,glycerol_monosterate,neutral,neutral,4
glyceryl,glyceryl,neutral,neutral,1
glyceryl_momostearate,glyceryl_momostearate,neutral,neutral,2
glyceryl_monostearate,glyceryl_monostearate,neutral,neutral,17
glyceryl_monostearte,glyceryl_monostearte,neutral,neutral,3
gmo,gmo,neutral,neutral,1
goat,goat,good,good,7
goat_kidney,goat_kidney,neutral,neutral,3
goat_liver,goat_liver,neutral,neutral,3
goat_meal,goat_meal,neutral,neutral,2
goat_milk,goat_milk,neutral,neutral,16
goat_milk,goat_milk_powder,neutral,neutral,4
goat_tripe,goat_tripe,neutral,neutral,3
goji_berries,goji_berries,neutral,neutral,7
goji_berry,goji_berry,neutral,neutral,11
golden_algae,golden_algae,neutral,neutral,1
good_n,good_n_fun_long_lasting_triple_flavor_colossal_kabob_chicken,neutral,neutral,1
goose,goose,neutral,neutral,7
grade_1,grade_1_carmel_colorants,neutral,neutral,2
grade_1,grade_1_caramel,neutral,neutral,1
grain,grain,neutral,neutral,2
grain_barley,grain_barley,neutral,neutral,1
grain_distillers,grain_distillers_dried_yeast,neutral,neutral,21
grain_free,grain_free,neutral,neutral,2
grain_oat,oat_meal,neutral,neutral,421
grain_wheat,wheat_gluten,neutral,caution,616
grape_seed,grape_seed_extract,neutral,neutral,1
grapeseed_extract,grapeseed_extract,neutral,neutral,2
grass_fed,grass_fed_goat,neutral,neutral,1
grass_fed,grass_fed_lamb,neutral,neutral,1
grass_fed,grass_fed_beef_collagen_peptides,neutral,neutral,1
grass_fed,grass_fed_beef,neutral,neutral,1
grated_cheese,grated_cheese,neutral,neutral,1
gravy),gravy),neutral,neutral,1
green_beans,green_beans_&_brown_rice_&_chicken,good,neutral,4
green_lipped,green_lipped_mussels,neutral,neutral,12
green_lipped,green_lipped_mussel,neutral,neutral,7
green_lipped,green_lipped_mussel_powder,neutral,neutral,7
green_lipped,green_lipped_missel,neutral,neutral,1
green_mussels,green_mussels,neutral,neutral,2
green_pea,green_pea,neutral,neutral,21
green_tea,green_tea_extract_tuna_&_bonito_flakes_recipe_x5_tubes_water,neutral,caution,1
green_tea,green_tea_extract_in_shrimp_flavored_broth_x_2_packs_chicken,neutral,caution,1
green_tea,green_tea_extract_chicken_recipe_x15_tubes_water,neutral,caution,1
green_tea,green_tea_extract_in_crab_flavored_broth_x_3_packs_chicken,neutral,caution,1
green_tea,green_tea_extract_in_scallop_flavored_broth_x_3_packs_tuna,neutral,caution,1
green_tea,green_tea_extract_in_shrimp_flavored_broth_x_2_packs_tuna,neutral,caution,1
green_tea,green_tea_extract_in_homestyle_broth_x_2_packs_tuna,neutral,caution,1
green_tea,green_tea_extract_chicken_with_salmon_recipe_x5_tubes_water,neutral,caution,1
green_tea,green_tea_extract_tuna_with_cheese_recipe_x10_tubes_water,neutral,caution,1
green_tea,green_tea_extract_tuna_with_beef_recipe_x15_tubes_water,neutral,caution,1
green_tea,green_tea_extract_chicken_with_beef_recipe_x10_tubes_water,neutral,caution,1
green_tea,green_tea_extract_chicken_with_salmon_recipe_x10_tubes_water,neutral,caution,1
green_tea,green_tea_extract_chicken_with_beef_recipe_x5_tubes_water,neutral,caution,1
green_tea,green_tea_extract_tuna_with_scallop_recipe_x10_tubes_water,neutral,caution,1
grian_corn,grian_corn,neutral,caution,1
grilled_beef,grilled_beef_feast_in_gravy___beef_broth,neutral,neutral,1
grilled_chicken,grilled_chicken_flavor,neutral,neutral,11
grilled_new,grilled_new_york_strip_flavor,neutral,neutral,2
grilled_steak,grilled_steak_flavor,neutral,neutral,7
ground_alfalfa,ground_alfalfa,neutral,neutral,3
ground_celery,ground_celery,neutral,neutral,1
guam_guar,guam_guar,neutral,neutral,3
guar_gum,guar_gum_0.5%,neutral,neutral,3
guar_gum;,guar_gum;_tuna_fillet,neutral,neutral,1
guar_gum;,guar_gum;_chicken_breast,neutral,neutral,1
guava,guava,neutral,neutral,1
guinea_fowl,guinea_fowl,neutral,neutral,2
guineafowl,guineafowl,neutral,neutral,3
gum,gum,neutral,neutral,3
gum_acacia,gum_acacia,neutral,neutral,2
gum_arabic,gum_arabic,neutral,neutral,12
gylercin,gylercin,neutral,neutral,1
haddock,haddock,neutral,neutral,1
hake,hake,neutral,neutral,2
halibut,halibut,neutral,neutral,1
ham,ham,neutral,neutral,8
ham_&,ham_&_egg_flavor,neutral,neutral,1
hanalei_luau,hanalei_luau_wild_salmon_59_calories_per_can,neutral,neutral,1
hare_meat,hare_meat,neutral,neutral,1
healthy_ingredients,healthy_ingredients,neutral,neutral,1
heart,heart,neutral,neutral,3
hearty_cuts,hearty_cuts_with_real_beef__chicken_in_gravy,neutral,neutral,1
hearty_cuts,hearty_cuts_with_real_chicken__fish_in_gravy,neutral,neutral,1
hearty_cuts,hearty_cuts_with_real_turkey_in_gravy,neutral,neutral,1
herring,herring,good,good,90
herring_broth,herring_broth,neutral,neutral,3
herring_meal,herring_meal,neutral,neutral,59
herring_oil,herring_oil,neutral,neutral,56
herringmeal,herringmeal,neutral,neutral,1
hickory_smoke,hickory_smoke_flavor,neutral,neutral,32
hickory_smoke,hickory_smoke,neutral,neutral,1
hickory_smoked,hickory_smoked_chicken_flavor,neutral,neutral,2
high_fiber,high_fiber,neutral,neutral,3
high_fructose,high_fructose_corn_syrup,caution,caution,5
hip_&,hip_&_joint_chew,neutral,neutral,1
histidine,histidine,neutral,neutral,1
hoki,hoki,neutral,neutral,1
hoki_oil,hoki_oil,neutral,neutral,13
hoki_with,hoki_with_ground_bone,neutral,neutral,2
honey,honey,neutral,neutral,57
honey_flavor,honey_flavor,neutral,neutral,3
honey_ham,honey_ham_flavor,neutral,neutral,1
hormones,hormones,neutral,neutral,1
human_grade,human_grade_ingredients—chicken,neutral,neutral,2
hydrochloric_acid,hydrochloric_acid,neutral,neutral,6
