id,name,base_score,category,target_species,is_grain_free
fb9a1be7-65d3-46d6-897a-596b3ec4a6a1,"Wellness Small Breed Complete Health Adult Healthy Weight Turkey & Brown Rice Recipe Dry Dog Food, 4-lb bag",78.0,daily_food,dog,False
af0c6d69-9fcd-4ff9-aaee-a139ed9837c2,"Poochie Butter Peanut Butter Blueberry Lickable Dog Treat, 12-oz jar",,treat,dog,True
6fc5ed4b-6d26-484d-a793-df9d22072bd4,"Hill's Science Diet Senior Adult 11+ Small Breed & Mini Breed Chicken Meal, Barley & Brown Rice Recipe Dry Dog Food, 4.5-lb bag",69.0,daily_food,dog,False
d1d7f47c-f80f-461a-9714-6ffe0409fcf1,"Next Level Super Premium Pet Food Normally Active Adult Gluten-Free Beef Dry Dog Food, 15-lb bag",74.0,daily_food,dog,False
68909b33-720f-4a94-ad86-16ec9a691ad2,"Purina Beneful Freshly Prepared Blend with Salmon, Sweet Potatoes, Brown Rice & Spinach Wet Dog Food 10-oz container, case of 8",73.0,daily_food,dog,False
d3f8c2ac-dd38-4024-b168-424b4c22c9d2,"Purina ONE SmartBlend Classic Ground Beef & Brown Rice Entree Adult Canned Dog Food, 13-oz can, case of 12",78.0,daily_food,dog,False
49a4723f-a6be-4bc6-b34b-a40cff801246,"Rachael Ray Nutrish Hearty Beef Stew Grain-Free Wet Dog Food, 8-oz tub, case of 8",78.0,daily_food,dog,True
8b9b75af-c794-40ad-a865-867888a454d9,"Redbarn Powerfood Beef High Protein Grain-Free Gently Air Dried Dog Food, 80-oz bag",84.0,daily_food,dog,True
abcd35e5-e696-49ab-a922-54bd562d6bcc,"SmartBones Triple Flavor Ribs Chicken, Beef & Pork Dog Treats, 10 count",68.0,treat,dog,False
86f225f4-da53-4383-b2ce-0a2342aea810,"VICTOR High Energy Active Sporting Gluten-Free Beef & Chicken Meal Dry Dog Food, 50-lb bag",79.0,daily_food,dog,False
cfcfe174-3f04-4a48-9747-5e67f5b5b2f4,"Wishbone Roost New Zealand Whole Dog Health Adult Grain-Free Chicken Dry Dog Food, 4-lb bag",73.0,daily_food,dog,True
ce2a4957-97ab-4946-b744-3e3801d8fbc4,"Blue Buffalo Tender Shreds Variety Pack Tasty Beef & Chicken Topper Wet Dog Food, 2.5-oz bag, 12 count",,daily_food,dog,False
4d87f0ae-db3d-459d-9eb8-a48a840270a5,"Ami Purple Beans & Blueberries Vegan Wet Dog Food, 14-oz can, case of 12",,daily_food,dog,False
96c700fe-466a-4c1c-937a-abb6aa2877d5,"Redbarn Powerfood Skin & Coat Fish & Lamb Gently Air-Dried Dog Food, 2.5-oz bag, 2-lb bag",86.0,daily_food,dog,False
a5f3c02e-31eb-441d-bc6d-f899aae9b578,"Redbarn Whole Grain Sky Recipe Dry Dog Food, 4-lb bag",82.0,daily_food,dog,False
108aa6c7-4b1c-4c4d-b1f9-52b1e63c1839,"DreamBone Triple Flavor Swirlz Real Peanut Butter, Beef & Pork Rawhide Free Dog Chews, 25 count",78.0,treat,dog,False
32d50c8f-efad-4975-8ec9-fa3f006004c0,"The Honest Kitchen Human Grade Whole Food Clusters Small Breed Grain-Free Beef Dry Dog Food, 4-lb bag",69.0,daily_food,dog,True
fd02f5c0-a428-483a-b727-a88d48e04263,"Purina Pro Plan Veterinary Diets OM Overweight Management Select Blend Chicken Flavor Dry Dog Food, 16.5-lb bag",62.0,daily_food,dog,False
7f5d2ff5-d9c0-4588-abd5-758868f24583,"Stewart Beef Liver Single Ingredient Freeze-Dried Raw Dog Treats, 21-oz tub",,treat,dog,True
689f6ebc-b011-46d6-ba07-93bb400f817f,"Wholesomes High Energy 26/18 Dry Dog Food, 40-lb bag",80.0,daily_food,dog,False
9819160f-b41f-4fcc-a920-ccc5b9496dae,"Ultimate Pet Nutrition Nutra Complete Premium Chicken Freeze-Dried Raw Dog Food, 16-oz bag",91.0,daily_food,dog,False
c166f335-5c20-43b2-b6d5-819a0a69ff6f,"Cesar Simply Crafted Cuisine Complement Soft Wet Adult Dog Food Topper Variety Pack, 1.3-oz tubs, case of 24",82.0,daily_food,dog,False
294f388b-fa4c-4614-9842-2bc0aa3efe7b,"Wellness CORE+ Grain-Free Wild Game Recipe with Freeze-Dried Lamb Dry Dog Food, 4-lb bag",63.0,daily_food,dog,True
2a223f10-8772-4c6d-a87d-7ad8d913b17d,"The Honest Kitchen Whole Food Clusters Chicken Recipe Small Breed Grain-Free Dog Food, 2-lb bundle",80.0,daily_food,dog,True
6476b653-cbb5-4eaa-be35-e2e4206be5f4,"Wellness Complete Health Petite Entrees Adult Small Breed Sampler Variety Pack Grain-Free Wet Dog Food, 3-oz cup, case of 6",38.0,daily_food,dog,True
b5a5ac15-a5d5-441a-a244-d2406c6c647e,"Natural Balance Limited Ingredient Vegetarian Small Breed Recipe Adult Dry Dog Food, 12-lb bag",67.0,daily_food,dog,False
2aa1d5ac-9e35-4905-98f5-b955cbce886e,"Zignature Turkey Limited Ingredient Formula Dry Dog Food, 4-lb bag",74.0,daily_food,dog,True
2fc15bfa-827d-4481-9ec3-fd5776fcd5e7,"Evanger's Grain-Free Hand Packed Braised Beef Chunks with Gravy Canned Dog Food, 12-oz, case of 12",77.0,daily_food,dog,True
7fec53f4-0716-402c-9d49-28fae620487c,"Pup-Peroni Minis Original Beef Flavor Dog Treats, 5.6-oz bag",44.0,treat,dog,False
bdbefffa-1359-4e81-a38a-f6c3fdcd71ea,"Eukanuba Adult Mixed Grill Chicken & Beef Dinner in Gravy Canned Dog Food, 12.5-oz, case of 12",75.0,daily_food,dog,False
35c07e31-d98c-4268-84aa-367347ad1050,"InClover Feline Connectin Clinically Proven Hip & Joint Supplement Powder for Cats, 90-gm bottle",,supplement,cat,False
72303d71-ac3c-4060-8952-65f30aedb06e,"Milk-Bone MaroSnacks Bacon Flavor Dog Treats, 40-oz tub",68.0,treat,dog,False
72aa4cf0-e92a-464b-9997-b35e3374e49c,"Wellness Complete Health Adult Lamb & Barley Recipe Natural Dry Dog Food, 5-lb bag",76.0,daily_food,dog,False
ba5571eb-1106-4a84-be2c-dd250bdab5b5,"Zignature Whitefish Limited Ingredient Formula Dry Dog Food, 4-lb bag",72.0,daily_food,dog,False
fb7c08b2-def0-48be-9e98-f298008f9727,"Farmina N&D Ancestral Grain Chicken & Pomegranate Mini Puppy Dry Dog Food, 5.5-lb bag",85.0,daily_food,dog,False
cce28f79-a349-48a8-8a2c-f184cc7ee58d,"Hill's Prescription Diet Hypo Crunchy Dog Treats, 12-oz bag",58.0,daily_food,dog,False
a2fe5951-045d-42ad-83e9-1703e02d0bfd,"Health Extension Impawfect Cranberry & Apple Flavored Soft & Chewy Training Dog Treats, 4-oz bag",,treat,dog,False
ca49a025-3177-416c-b0ca-b2ecfa48dd56,"Dr. Gary's Best Breed Holistic All Breed Dry Dog Food, 4-lb bag",78.0,daily_food,dog,False
fea1c830-c5fe-4917-8f40-9f0a2883c775,"Eukanuba Adult Chicken, Rice & Vegetables Dinner Canned Dog Food, 13.2-oz, case of 12",69.0,daily_food,dog,False
2976bdcc-6b59-47c4-b077-ae4594d53dd9,"Hill's Prescription Diet Gastrointestinal Biome Chicken Flavor Dry Dog Food, 27.5-lb bag",65.0,daily_food,dog,False
a468937b-038a-4615-a885-60ce3d1262d2,"VICTOR Bully Fuel High Protein Gluten-Free Beef & Chicken Dry Dog Food, 40-lb bag",82.0,daily_food,dog,False
ccff82b4-9da1-40f7-a38b-1ac9c22c34f4,"Black Gold Explorer Sensitive Skin & Coat Ocean Fish Meal & Oat Recipe Dry Dog Food, 40-lb bag",74.0,daily_food,dog,False
c1f178f0-3b09-442b-b1ac-12fce1c5de74,"Eukanuba Fit Body Weight Control Medium Breed Dry Dog Food, 28-lb bag",77.0,daily_food,dog,False
f3c7b838-14d8-4736-bfb1-9a6919e1bb88,"Evanger's Grain-Free Rabbit Canned Dog & Cat Food, 12.5-oz, case of 12",,daily_food,dog,True
e49bb084-7820-4616-abb2-6be62d630243,"Nutrena True High Energy 24/20 Dry Dog Food, 50-lb bag",78.0,daily_food,dog,False
5eb68146-34e2-4d83-a8b0-b2134a8181cb,"Instinct Original Adult Grain-Free Real Chicken Recipe Dry Dog Food, 22.5-lb bag",80.0,daily_food,dog,True
107acfc0-979f-4b69-84a3-6595ea2eb6e2,"Jinx Kibble Sauce Chicken Bone Broth Wet Dog Food Topper, 12-fl oz bottle",68.0,daily_food,dog,False
b478c9c6-38eb-414e-8573-44dbcf7cb3f9,"ZIWI Peak Chicken with Orchard Fruits Recipe Steam & Dried Dog Food, 28.8-oz bag",83.0,daily_food,dog,False
ac1c51eb-b096-4d3c-97b7-9145fb8abbf3,"Canine Carry Outs Steak Bites Beef Flavor Dog Treats, 22.5-oz bag, case of 4",28.0,treat,dog,False
d3f1b694-3a9b-4307-8b77-b3864a6c3e30,"Nutro Limited Ingredient Diet Adult Large Breed Sensitive Support with Real Lamb & Sweet Potato Grain-Free Dry Dog Food, 22-lb bag",62.0,daily_food,dog,True
2611b62a-c6a0-4454-96ed-056f3bf45c84,"CANIDAE All Life Stages Real Salmon & Ancient Grains Recipe Dry Dog Food, 5-lb bag",73.0,daily_food,dog,False
d5426447-58dd-44c9-aa80-c5d623b9cc0d,"Fancy Feast Kitten Savory Chicken & Turkey Dry Cat Food, 7-lb bag",60.0,daily_food,cat,False
f29b8e53-5656-497e-971b-4dd474780e3e,"CANIDAE Pure Farm to Bowl Wild-Caught Salmon & Sweet Potato Recipe Dry Dog Food, 4-lb bag",72.0,daily_food,dog,True
697eca14-03f9-448f-85a8-010133fd286f,"KOHA Limited Ingredient Bland Diet Sensitive Stomach Beef & Brown Rice with Pumpkin Dry Food Dog Food, 20-lb bag",80.0,daily_food,dog,False
60bdda89-3c8f-41a6-af86-becacccdb536,"Nature's Recipe Freeze-Dried Chicken, Barley & Brown Rice Dog Food, 10.5-lb bag",77.0,daily_food,dog,False
cf39e761-ca75-4e22-85f0-92a7b567ec23,"Against the Grain Nothing Else! Chicken Recipe Limited Ingredient Diet Wet Dog Food, 11-oz can, case of 12",,daily_food,dog,True
b2e40f98-4cfd-49ad-9be6-6c5e47116dbf,"Zignature Kangaroo Limited Ingredient Formula Dry Dog Food, 4-lb bag",66.0,daily_food,dog,True
d4144b8d-e791-4c78-b6ae-a510d27da770,"Hill's Prescription Diet z/d Skin & Food Sensitivities Hydrolyzed Chicken Flavor Dry Dog Food, 25-lb bag",64.0,daily_food,dog,False
f4b6b87d-28fb-4da6-b252-2fc0ebc3b73d,"American Journey Lamb Recipe Grain-Free Soft & Chewy Snacking Sticks Dog Treats, 6-oz bag",83.0,treat,dog,True
aeab928f-5ebd-41c4-b09c-3ef763fcbb3e,"ORIJEN Senior Grain-Free High-Protein Dry Dog Food, 4.5-lb bag",78.0,daily_food,dog,True
d3e0d9fd-4200-4967-bec4-98e3d7a3bfb3,"Blue Buffalo Divine Delights Rotisserie Chicken Flavor in Hearty Gravy Small Breed Wet Dog Food, 3.5-oz tray, case of 12",83.0,daily_food,dog,True
bb07e787-dddb-44e5-9e3e-beaa258fb598,"Canine Carry Outs Beef & Bacon Flavor Dog Treats, 4.5-oz bag",22.0,treat,dog,False
9ea20ae6-1760-4203-b28d-1aef7a1a56c3,"Blue Buffalo Wilderness Beef & Chicken Grill Grain-Free Canned Dog Food, 12.5-oz can, 3 count",84.0,daily_food,dog,True
a25734f8-1112-4f15-925a-d07d8e513f31,"Royal Canin Veterinary Diet Adult Gastrointestinal Low Fat Loaf Canned Dog Food, 13.5-oz can, case of 12",61.0,daily_food,dog,False
b0e9759f-39ae-4747-b937-7f6d3690ccca,"The Pets Table Salmon & Whitefish with Pumpkin Grain-Free Air-Dried Dog Food, 96-oz bundle",81.0,daily_food,dog,True
2a40dedc-a7d9-4bf7-88ab-9ab358524e39,"Instinct Limited Ingredient Diet Real Turkey Recipe Grain-Free Dry Cat Food, 11-lb bag",71.0,daily_food,cat,True
23b2b098-d6c4-4b87-b551-c09a544c4419,"BuddyBiotics Probiotic + Prebiotics Powder Supplement for Cats, 108-g jar",,supplement,cat,False
9f54959f-6741-4efd-9f4e-f26f04d2542d,"Purina ONE +Plus Adult Tender Cuts in Gravy Healthy Weight Lamb & Brown Rice Entree Canned Dog Food, 13-oz, case of 12",82.0,daily_food,dog,False
cc79602b-594e-43d9-8e8d-8ff0b88aefdb,"Natural Balance Specialized Nutrition Sensitive Skin & Stomach Adult Salmon & Oatmeal Formula Dry Dog Food, 3.5-lb bag",73.0,daily_food,dog,False
5be49b76-eb1a-47f5-901f-0d44329b82c2,"SquarePet VFS Digestive Support Low Fat Formula Dry Dog Food, 22-lb bag",78.0,daily_food,dog,False
872d2882-989c-4fc6-a5f9-364c9ff1699f,"Hill's Science Diet Puppy Sensitive Stomach & Sensitive Skin Salmon & Brown Rice Recipe Dry Dog Food, 13-lb bag",62.0,daily_food,dog,False
288439e6-5999-4d22-b031-d05ef5fdc7b3,"Made by Nacho Sustainably Caught Salmon & Sole Recipe with Bone Broth Minced Wet Cat Food, 3-oz can, case of 24",79.0,daily_food,cat,False
586d835d-54b7-454d-a634-e04b90684dde,"Nature's Logic 100% Natural Canine Duck & Salmon Meal Feast All Life Stages Dry Dog Food, 4.4-lb bag",93.0,daily_food,dog,False
92dafb06-dbd7-473f-9a16-ab7b67d46447,"Blue Buffalo Delectables Variety Pack Wet Dog Food Topper, 3-oz pouch, case of 12",64.0,daily_food,dog,False
d113753c-1afb-43b8-9844-2eadc8ed679b,"Purina Pro Plan Weight Management Chicken Adult Small Breed Formula Dry Dog Food, 18-lb bag",72.0,daily_food,dog,False
2b6bb113-7a1b-4912-9510-af856e3c61ba,"Chewy Limited Ingredient Salmon & Sweet Potato Recipe Grain-Free Dry Dog Food, 12-lb bag",67.0,daily_food,dog,True
b9e7f5e9-3980-4c75-bb46-668abbf730bc,"I and Love and You Beef Booyah and Lambarama Stew Grain-Free Combo Pack Canned Dog Food, 13-oz, case of 6",74.0,daily_food,dog,True
eafa95bc-2f51-4c2b-a03f-8732795d493f,"BIXBI Liberty Beef Recipe Freeze-Dried Dog Topper & Treat, 4.5-oz bag",89.0,daily_food,dog,True
8926587c-2078-424b-8977-99d5c9269606,"KOHA Limited Ingredient Bland Diet Sensitive Stomach Chicken & Brown Rice with Pumpkin Dry Food Dog Food, 20-lb bag",81.0,daily_food,dog,False
a034a75f-b472-4d9d-8257-70726562bbbb,"Bil-Jac Adult Select Chicken Recipe Dry Dog Food, 15-lb bag",77.0,daily_food,dog,False
eb4702c4-be0d-4f24-a900-766319743fff,"Taste of the Wild Ancient Wetlands with Ancient Grains Dry Dog Food, 28-lb bag",81.0,daily_food,dog,False
d666ee65-ba40-4067-9c7a-ee5e45287ac2,"Taste of the Wild Ancient Prairie with Ancient Grains Dry Dog Food, 28-lb bag",81.0,daily_food,dog,True
7b3c1e6c-b3c3-41b9-9bcf-a0eac8289efb,"Shameless Pets Salmon Jerky Dog Treats, 14-oz bag",90.0,treat,dog,False
82cf1e9c-8d98-4533-b8c8-c686c56e3eb8,"Blue Buffalo Nudges Grillers Steak Natural Dog Treats, 72-oz bundle",76.0,treat,dog,False
dd996b7e-8126-4833-99f8-44bbcf09c48a,Bundle: Pedigree Chopped Ground Dinner Variety Pack with Filet Mignon & Beef + Variety Pack with Beef & Chicken Canned Dog Food,,daily_food,dog,False
e2d9d61d-dfce-448c-af58-dedcbda9926c,"Halo Holistic Complete Digestive Health Chicken & Brown Rice Dog Food Recipe Adult Dry Dog Food, 10-lb bag",78.0,daily_food,dog,False
b5f85baf-9ef2-445a-a68e-373fc206d835,"Bundle: Hill's Science Diet Adult Sensitive Stomach & Skin Grain-Free Chicken & Potato Recipe Dry Dog Food, 24-lb bag + Hill's Grain-Free Crunchy Naturals with Chicken & Apples Dog Treats, 8-oz bag",,daily_food,dog,True
cb799752-42e2-4b2b-9399-e5abac9dfd5e,"The Honest Kitchen Daily Boosters Turkey Bone Broth with Turmeric for Dogs, 7.2-oz bundle",,daily_food,dog,False
5253b0dc-c803-4197-a8b3-5cf66774c77c,"Woof Pupsicle Pops Refills Beef & Peanut Butter Grain-Free Lickable Dog Treats, Large, 7 count",,treat,dog,True
774703d1-36cc-44ca-8ca9-b36a98ce66bc,"King Lou Duck Breast Jerky Dog Treats, 4-oz bag",,treat,dog,False
76b65df5-1332-45da-9aa4-9d5efe6466ab,"Zignature Small Bites Trout & Salmon Meal Dry Dog Food, 12.5-lb bag",74.0,daily_food,dog,False
b6496dd1-0765-4e39-9cc8-67044c0b9a28,"Nature's Recipe Grain-Free Lamb, Sweet Potato & Pumpkin Recipe Dry Dog Food, 4-lb bag",72.0,daily_food,dog,True
efde7a0f-083e-4dda-8c4c-1c35df41d996,"ORIJEN Small Breed Grain-Free High-Protein Dry Dog Food, 10-lb bag",85.0,daily_food,dog,True
d1f41437-7866-4d41-9861-ba77ec85dba3,"Icelandic+ Grain-Free Cod & Salmon Combo Bites Dog Treats, 3-oz bag",,treat,dog,True
3db5400e-e888-4c6b-984f-f628450d97c8,"Birdie & Louie Chicken & Salmon Flavored Canned Pate Dog Food, 13-oz, case of 12",73.0,daily_food,dog,True
d510c6bd-75cd-4ef6-be88-f4c17b5be1f6,"Farmina N&D Ocean Canine Adult Cod, Pumpkin & Orange Dry Dog Food, 22-lb bag",85.0,daily_food,dog,False
195b2b90-1c7a-47e2-afa7-c459dccc23d6,"Natural Farm Fresh Chicken Recipe with Collagen Dry Dog Food, 4-lb bag",85.0,daily_food,dog,False
4e82f697-03bb-422e-bbe8-ae33a6c788cd,"The New Zealand Natural Pet Food Co. Woof Wild Brushtail Grain-Free Freeze-Dried Raw Dog Food, 9.9-oz bag",91.0,daily_food,dog,True
f0141472-8db5-4416-91d7-98d8f9430c02,"Pedigree High Protein Variety Pack Adult Dog Wet Food Pouches, 3.5-oz pouches, 18 count",37.0,daily_food,dog,False
71d51770-8409-4353-bf4b-da7c18f86a73,"Hill's Science Diet Adult Perfect Digestion Chicken, Vegetable & Rice Stew Wet Dog Food, 12.8-oz can, case of 12",57.0,daily_food,dog,False
75ce8ae0-4555-4e30-a3c6-591260109345,"Merrick Grain-Free Senior Dry Dog Food Real Chicken & Sweet Potato Recipe, 22-lb bag",77.0,daily_food,dog,True
3ccac279-cba4-4d03-b70c-1f812f6e7085,"Merrick Backcountry Freeze-Dried Raw Hero's Banquet Recipe Dry Dog Food, 20-lb bag",78.0,daily_food,dog,True
422ec75c-dfc7-42a3-853c-cf4994421b6e,"Meow Mix Tender Centers Salmon & White Meat Chicken Flavored Dry Cat Food, 14.2-lb bag",44.0,daily_food,cat,False
e09fd059-f0ce-41eb-8fed-3aef981812d3,"Hill's Science Diet Adult Light Weight Management Small Breed & Mini Breed with Chicken Meal & Barley Dry Dog Food, 4.5-lb bag",65.0,daily_food,dog,False
b5ac7500-bf2f-4d48-959d-f4e1f0e6f426,"KASIKS Grain-Free Wild Pacific Ocean Meal Formula Dry Dog Food, 25-lb bag",,daily_food,dog,True
9bb86d7c-c6b2-49a8-8384-0fbcbc084425,"Hill's Prescription Diet c/d Multicare Urinary Care Chicken & Vegetable Stew Wet Dog Food, 5.5-oz can, case of 4",53.0,daily_food,dog,False
48f4b07b-f239-4f6f-bcd2-82d6c8fc6ba8,"Optimeal Skin & Digestive Support Salmon & Brown Rice Recipe Medium & Large Breed Dry Dog Food, 8.8-lb bag",69.0,daily_food,dog,False
4b29125f-b056-4de2-a779-b9f856a3be56,"Instinct RawBoost Adult High Protein Grain-Free Real Chicken Recipe Dry Dog Food, 20-lb bag",77.0,daily_food,dog,True
dbdf1156-8aa6-48fc-85c4-181da7c67cd5,"Inception Pork Meal Recipe Dry Dog Food, 27-lb bag",79.0,daily_food,dog,False
76d4ed74-7a32-48d3-961f-815264e3dc8b,Bundle: Blue Buffalo Blue's Hearty Beef Stew + Blue's Country Chicken Stew Canned Dog Food,,daily_food,dog,True
37f2d9bf-ae29-4f7e-9e18-6cbac41a1053,"Taste of the Wild Pacific Stream Canine Recipe with Salmon in Gravy Canned Dog Food, 13.2-oz, case of 12",78.0,daily_food,dog,True
89c7a315-9d9b-43f8-93ae-5663db88b72b,"Nutrish Premium Pate Variety Pack Wet Dog Food, 13-oz can, case of 12 (Rachael Ray)",67.0,daily_food,dog,False
973e0882-765d-41d7-b69b-b618bc3e663e,"Purina Pro Plan Savor Classic Beef & Salmon Entree Grain-Free Canned Dog Food, 13-oz, case of 4",75.0,daily_food,dog,True
c25d7c56-1b4a-4075-a736-264a21038361,"CANIDAE Under the Sun Grain-Free Lamb Recipe Adult Dry Dog Food, 40-lb bag",68.0,daily_food,dog,True
19a7e401-bc83-4d06-ad10-10b79b2721f9,"Hill's Natural Fruity Snacks with Cranberries & Oatmeal Crunchy Dog Treats, 8-oz bag",94.0,treat,dog,False
32c97e3b-4398-4516-be7c-6b97d51bd3ff,"Cesar Wholesome Bowls Chicken Recipe Wet Dog Food, 3-oz tray, bundle of 20",69.0,daily_food,dog,False
ad0f9406-61c8-499c-9397-e7e9b1e82c6e,"Evanger's Grain-Free Hand Packed Whole Chicken Thighs Canned Dog Food, 12-oz, case of 12",,daily_food,dog,True
dbcfae2d-ea93-46ec-9854-feabbbf95dd2,"Hill's Prescription Diet i/d Digestive Care Low Fat Rice, Vegetable & Chicken Stew Wet Dog Food, 12.5-oz, case of 24",56.0,daily_food,dog,False
90cea025-ea37-417a-a7e5-038a5990cfd8,"Bil-Jac Small Breed Adult Chicken, Oatmeal & Yams Recipe Dry Dog Food, 6-lb bag",78.0,daily_food,dog,False
a9a7dd11-28dd-469c-8f0e-cfb766e2b880,"Earth Animal Wisdom Air-Dried From the Land Recipe with Venison, Beef, & Bison Premium Natural Dog Food, 64-oz bundle",89.0,daily_food,dog,False
f2eb107d-e666-4dcd-838f-0cb98e1cea66,"Natural Balance Health Protection Adult Real Chicken, Brown Rice & Pumpkin Dry Dog Food, 24-lb bag",73.0,daily_food,dog,False
67f72f58-26a0-4f34-98bd-1394865222bb,"Natural Balance Fat Dogs Chicken & Salmon Formula Low Calorie Dry Dog Food, 24-lb bag",58.0,daily_food,dog,False
eba9df4c-89e9-4e0b-852c-1cb622d5bd2f,"Kent / Blue Seal EnTrust Adult Chicken Meal & Barley Recipe Dry Dog Food, 35-lb bag",77.0,daily_food,dog,False
93f362b9-b8ac-4440-8ad2-10ac30b9a208,"Purina Pro Plan Complete Essentials Variety Pack Grain-Free Canned Dog Food, 13-oz, case of 12",60.0,daily_food,dog,True
ad0109e3-6593-4d78-8f36-acdd47d6154d,"Stella & Chewy's Raw Coated Cage-Free Chicken Recipe Grain-Free Dry Dog Food, 22-lb bag",79.0,daily_food,dog,True
f58efbb3-70a9-49c3-ab7b-264752daada4,"Cesar Classic Loaf in Sauce Filet Mignon Flavor Grain-Free Small Breed Adult Wet Dog Food Trays, 3.5-oz, case of 24",52.0,daily_food,dog,True
ede7ee5b-98a1-4c5c-99ec-6dc55ffd06d2,"Bundle: Cesar Classic Loaf in Sauce Beef Recipe, Filet Mignon, Grilled Chicken, & Porterhouse Steak Flavors Food Trays + American Journey Beef Recipe Grain-Free Soft & Chewy Training Bits Dog Treats",,daily_food,dog,True
efe68860-b84b-4678-b294-f85bfe72a44c,"Firstmate Limited Ingredient Diet Grain-Free Australian Lamb Meal Formula Dry Dog Food, 14.5-lb bag",,daily_food,dog,True
8b7d80ca-0b20-4643-b5ff-c99f623e40bc,Redbarn Large Barky Bark Dog Treat,,treat,dog,False
c5290926-9b45-4dee-b7b7-7aa2103bf7a2,"Purina Pro Plan Veterinary Diets HA Hydrolyzed Vegetarian Dry Dog Food, 6-lb bag",62.0,daily_food,dog,False
4959e8f1-25e9-4e53-84ba-0ca9b97e8081,"Temptations Chicken, Seafood & Backyard Cookout Variety Pack Pate in Gravy Adult Wet Cat Food, 3.5-oz tray, case of 36",67.0,daily_food,cat,False
4a752c4a-c45d-4c5c-9c04-e5ceadfcb2b1,"Nature's Protection Superior Care Oral Care Poultry Dental Crunchy Cat Treats, 2.64-oz bag",71.0,treat,cat,False
59e8465f-a002-49ca-9824-03e9acca8aa6,"Farmina N&D Pumpkin Canine Adult Chicken & Pomegranate Dry Dog Food, 22-lb bag",85.0,daily_food,dog,True
c6aaa9b5-c054-4cf4-a38f-11bc93ac499b,"Purina Pro Plan Complete Essentials Variety Pack Adult High Protein Lamb & Vegetables, Turkey & Vegetables Slices in Gravy Wet Dog Food, 13-oz can, case of 12",69.0,daily_food,dog,True
fde69b8f-2093-4f2d-9126-0a6cb8231165,"JustFoodForDogs JustFresh Human Grade Home-Cooked Chicken Recipe Fresh Dog Food, 12-oz pouch",69.0,daily_food,dog,False
6bba7bab-dae0-4f71-bab0-ee8c487bd778,"Against the Grain Nothing Else! Duck Recipe Limited Ingredient Diet Wet Dog Food, 11-oz can, case of 12",79.0,daily_food,dog,True
9c350e61-2dc8-475b-b22c-4b13c0e0391c,"Blue Buffalo Homestyle Recipe Turkey Meatloaf Dinner with Garden Vegetables Canned Dog Food, 12.5-oz can, bundle of 24",78.0,daily_food,dog,False
f6740f7d-3c81-4a15-935c-949d3abe6fb5,"Health Extension Grain-Free Chicken Canned Dog Food, 12.5-oz, case of 12",,daily_food,dog,True
d6912944-3e73-45a1-a7ea-58507fc79897,"Wellness CORE+ Beef & Barley Grained Natural Adult Dry Dog Food, 18-lb bag",78.0,daily_food,dog,False
f06e4d0f-4379-4ee9-8c5b-1262c177f9ac,"Good 'n' Tasty Triple Flavor Mix Tuna, Chicken, & Duck Puree Dog Food Topper, 7 count",,daily_food,dog,False
c2484561-9314-4b26-b274-bb07bbe80822,"Beloved Pets Chicken Breast Jerky Human Grade & Grain-Free Organic Chicken Jerky Dog Treats, 10.6-oz bag",,treat,dog,True
4faa2d39-4eaf-483f-8c7c-1b0c713b7266,"Hill's Science Diet Adult Sensitive Stomach & Sensitive Skin Tender Chicken & Vegetable Stew Wet Dog Food, 12.5-oz can, 12 count",56.0,daily_food,dog,False
63bdf876-4965-4036-ba6f-4cfd5e0dae0e,"Bundle: Cesar Classic Loaf in Sauce Beef Recipe, Filet Mignon, Grilled Chicken, & Porterhouse Steak Flavors Variety Pack + Poultry Variety Pack Small Breed Wet Dog Food",89.0,daily_food,dog,True
d7e25c69-d0c9-4ff7-98b7-ef55c362080e,"Merrick Lil' Plates Grain-Free Chicken-Free Real Beef, Sweet Potato + Peas with Raw Bites Recipe Small Breed Dry Dog Food, 10-lb bag",79.0,daily_food,dog,True
2f920552-bd47-4463-86e0-26bc5602bb68,"The Lazy Dog Cookie Co. Mutt Mallows My Little Pumpkins Baked Dog Treats, 5-oz bag",,treat,dog,False
9fb3ccc3-8d23-4f53-8011-424540ccad0f,"Purina Pro Plan Complete Essentials Entrees Wet Dog Food Variety Pack, 13-oz can, case of 12",49.0,daily_food,dog,True
a8b2ec47-97c3-4728-ab59-dba434726dbd,"Purina Pro Plan Development Sensitive Skin & Stomach Salmon & Rice Large Breed Dry Puppy Food, 16-lb bag",69.0,daily_food,dog,False
382baccf-ceb0-4540-8501-31f8c0dee4a1,"Purina ONE SmartBlend True Instinct Tender Cuts In Gravy Real Beef & Bison Wet Dog Food, 13-oz can, case of 12",82.0,daily_food,dog,False
f7f76df7-2256-4f5d-ba16-93282a642ea6,"Dogsee Original Himalayan Yak Cheese Medium Natural Dog Chews, 6 count",,treat,dog,False
0e7effae-a979-45a4-88ef-d20bb984afca,"Huntaway Venison & Deer Collagen Recipe Grain-Free Soft & Chewy Dog Treats, 4-oz bag",,treat,dog,True
9ea314b2-cae7-4873-8070-9d7da16e37cb,"Hill's Science Diet Adult 7+ Senior Vitality Chicken Recipe Dry Dog Food, 12.5-lb bag",55.0,daily_food,dog,False
