id,canonical_name,cluster_id,allergen_group,allergen_group_possible,dog_base_severity,cat_base_severity,is_unnamed_species,is_legume,position_reduction_eligible,cat_carb_flag,display_name,definition,tldr,detail_body,citations_display,position_context,created_at,base_description,dog_context,cat_context,citation_sources,review_status,primary_concern_basis
118c4918-15d4-5132-a736-50668ffb1102,sodium_hexametaphosphate,,,,good,good,False,False,False,False,Sodium Hexametaphosphate,"Inorganic polyphosphate (NaPO₃)₆ that chelates salivary calcium ions at the tooth surface, preventing calculus deposition. FDA GRAS. SHMP-coated kibble has demonstrated 60–80% reductions in calculus formation.","A dental health additive that reduces tartar buildup by binding calcium in saliva before it can mineralize on teeth. Multiple SHMP-containing products have earned VOHC (Veterinary Oral Health Council) acceptance seals. One caveat: SHMP is an inorganic phosphorus source, so in cats with CKD (30–40% of cats >15 years), the additional inorganic phosphorus warrants clinical consideration.","Sodium hexametaphosphate (SHMP) is an inorganic polyphosphate (NaPO₃)₆ that chelates salivary calcium ions at the tooth surface, inhibiting calcium phosphate crystal nucleation and reducing calculus deposition. FDA GRAS (human food: 21 CFR 182.1810; animal feed: 21 CFR 582.1810). SHMP-coated kibble has demonstrated 60–80% reductions in calculus formation in controlled canine studies. In dogs, multiple SHMP-containing products have received VOHC (Veterinary Oral Health Council) acceptance seals. Periodontal disease affects the majority of adult dogs, making calculus reduction clinically significant. Phosphorus contribution from SHMP at typical inclusion rates is minimal in healthy dogs. In cats, it provides additional calculus reduction benefit for cats on dry food. Clinicians should note that SHMP is an inorganic phosphorus source; in cats with CKD (30–40% of cats >15 years), any additional inorganic phosphorus warrants clinical consideration relative to IRIS serum phosphate targets (<4.6 mg/dL Stage 2, <5.0 mg/dL Stage 3).",Stookey GK et al. Effect of sodium hexametaphosphate on dental calculus formation in dogs. Am J Vet Res. 1995;56(7):913-918. · VOHC Accepted Products listing (Veterinary Oral Health Council).,This ingredient is beneficial regardless of position. It is applied as a kibble coating at precise functional levels for dental calculus prevention.,2026-02-27T12:33:11.001583+00:00,,,,,,
8f03da78-ba82-5136-a32f-3a87f8c98c25,natural_flavor,,,"['chicken', 'beef', 'pork', 'lamb', 'fish']",caution,caution,True,False,False,False,Natural Flavor,"Per FDA 21 CFR 501.22, ""natural flavor"" designates flavoring derived from animal or plant sources but does not require disclosure of the specific source organism on pet food labels.","The label says ""natural flavor"" but doesn't tell you what animal or plant it came from. This regulatory opacity is a significant barrier to managing food allergies — the most common canine allergens (beef, dairy, chicken, wheat) and feline allergens (beef, fish, chicken) could be present but unidentifiable. Any diet containing ""natural flavor"" cannot be used for an elimination diet trial. Olivry & Mueller (2018) found mislabeling in up to 83% of tested commercial pet foods.","Per FDA 21 CFR 501.22, ""natural flavor"" designates flavoring derived from animal or plant sources but does not require disclosure of the specific source organism on pet food labels. This regulatory opacity directly undermines veterinary dietary management strategies dependent on ingredient identification. In dogs, undisclosed protein sources represent a significant barrier to valid elimination diet trials for suspected cutaneous adverse food reactions (CAFRs). The most common canine food allergens (beef, dairy, chicken, wheat) could be present but unidentifiable from the label. Olivry & Mueller (2018) documented mislabeling in up to 83% of tested commercial pet foods. In cats, identical allergen transparency concerns apply — the most common feline food allergens are beef, fish, and chicken. Any diet containing ""natural flavor"" cannot be considered appropriate for an elimination diet trial. Given that trials must be fed exclusively for ≥8 weeks for >90% diagnostic sensitivity, undisclosed flavoring sources risk invalidating lengthy diagnostic protocols.","Olivry T, Mueller RS. Critically appraised topic on adverse food reactions of companion animals (5): discrepancies between ingredients and labeling in commercial pet foods. BMC Vet Res. 2018;14(1):24. · Mueller RS et al. Critically appraised topic on adverse food reactions of companion animals (2): common food allergen sources in dogs and cats. BMC Vet Res. 2016;12:9.",This is a presence-based concern. The regulatory opacity issue exists regardless of how much is used — any amount can contain undisclosed allergens.,2026-02-27T12:33:11.001583+00:00,,,,,,
eab8dcd3-21f2-59b8-bb73-9d81df944eda,salt,,,,caution,caution,False,False,True,False,Salt (Sodium Chloride),"NaCl provides essential sodium and chloride ions and enhances palatability. AAFCO minimums: dogs 0.08% Na, cats 0.20% Na (DM basis). No AAFCO maximum exists.","Essential in small amounts but concerning when listed as a standalone ingredient — it signals intentional addition beyond what meat and other ingredients naturally provide. The 2019 ACVIM consensus notes sodium restriction for dogs with mitral valve disease (Stage B2+). In cats, IRIS guidelines indicate sodium management is primarily relevant for CKD cats with concurrent hypertension; inappropriate restriction in normotensive CKD cats may activate RAAS.","Salt (NaCl) provides essential sodium and chloride ions and enhances palatability. AAFCO minimums: dogs 0.08% Na, cats 0.20% Na (DM basis); no AAFCO maximum exists. In dogs, the 2019 ACVIM consensus statement notes mild sodium restriction for myxomatous mitral valve disease (MMVD) patients beginning at Stage B2 (target <100 mg Na/100 kcal; Stage C: <80 mg Na/100 kcal) to reduce the risk of fluid retention and volume overload. Excessive restriction can trigger RAAS activation. In healthy dogs, moderate sodium is well-tolerated; high salt diets may promote polyuria/polydipsia. In cats, current IRIS guidelines indicate sodium management is primarily relevant for CKD cats with concurrent hypertension; routine sodium restriction is not universally indicated for all CKD cats, as inappropriate restriction in normotensive patients may activate the renin-angiotensin-aldosterone system (RAAS) and worsen renal hemodynamics. One study in cats with renal insufficiency showed high-sodium diets increased serum creatinine, BUN, and phosphorus. Hypertension is a recognized CKD comorbidity in cats (prevalence ~20–65%), making sodium intake a relevant management parameter in hypertensive CKD patients. Salt listed as a standalone ingredient signals intentional addition warranting label scrutiny.",Keene BW et al. ACVIM consensus guidelines for the diagnosis and treatment of myxomatous mitral valve disease in dogs. J Vet Intern Med. 2019;33(3):1127-1140. · International Renal Interest Society (IRIS). Treatment Recommendations for CKD. Updated 2023.,"This ingredient's impact depends on how much is used. Listed higher on the label = more sodium, which is more relevant for cardiac and renal disease populations.",2026-02-27T12:33:11.001583+00:00,,,,,,
3812361a-48c7-4b91-b867-27514e6aae18,yellow_#5._prime_rib,,,,caution,caution,False,False,False,False,Yellow #5. Prime Rib,,,,,,2026-03-06T23:34:16.418319+00:00,,,,,,
53342a50-3f44-4ee8-bfdc-98833bb4d396,natural_prime_rib_flavor,,,,neutral,neutral,False,False,False,False,Natural Prime Rib Flavor,,,,,,2026-03-06T23:34:16.418319+00:00,,,,,,
ab58a273-7ad1-47a5-81a7-8b83ed542010,peas,legume_pea,pea,,caution,caution,False,True,True,False,Peas,"Whole green peas — a legume providing carbohydrate, moderate plant protein, and dietary fiber.","Linked to the FDA's DCM (heart disease) investigation in dogs when used as a primary ingredient in grain-free diets. Peas also appear under multiple names (peas, dried peas, pea protein, pea starch, pea fiber) — a common ingredient splitting pattern that may mask how much legume is actually in the formula.","Peas are among the most common grain replacers in grain-free pet foods. The FDA's ongoing DCM investigation (2018–present) identified peas, lentils, and potatoes as recurring ingredients in diets associated with dilated cardiomyopathy reports in dog breeds not typically predisposed to the condition. The hypothesized mechanisms include: (1) reduced taurine bioavailability due to legume fiber binding bile acids, (2) lower methionine/cysteine content reducing taurine synthesis, and (3) potential direct cardiotoxicity from unidentified legume compounds. The investigation has not established causation, but the statistical association is strong enough to warrant caution, particularly when legumes dominate the top 5 ingredients. Peas are frequently split across the label as peas, dried peas, pea protein, pea starch, and pea fiber — combined, these may represent a larger proportion of the formula than any single listing suggests.","FDA CVM DCM Investigation, 2018–present; Freeman LM et al., JAVMA, 2018;253(11):1390–94; Adin D et al., J Vet Intern Med, 2021;35(5):2209–2216",This ingredient's impact depends on how much is used. Listed lower on the label = less concern.,2026-02-27T17:25:46.119556+00:00,,,,,,
916653e5-51bf-49fd-b963-6f838a8de19a,ferrous_sulfate,,,,neutral,neutral,False,False,False,False,Ferrous Sulfate,"The reference standard inorganic iron supplement; essential for hemoglobin formation, oxygen transport, and cellular energy metabolism.",A standard mineral supplement in the premix section. Its presence is routine in complete and balanced pet food.,"Ferrous sulfate is the reference standard inorganic iron source, providing approximately 20% elemental iron (heptahydrate form) with good bioavailability. AAFCO minimums: dogs 40 mg/kg, cats 80 mg/kg (DM basis). Iron is essential for hemoglobin, myoglobin, cytochrome enzymes, and oxygen transport.","[""AAFCO Official Publication — Definitions of Feed Ingredients""]",This ingredient appears in the vitamin/mineral premix section near the end of the ingredient list. Its position does not affect its value — these are precise supplements.,2026-03-06T23:34:16.126378+00:00,The reference standard inorganic iron supplement for hemoglobin formation and oxygen transport.,No additional dog-specific concerns at typical inclusion levels.,No additional cat-specific concerns at typical inclusion levels.,['AAFCO Official Publication — Definitions of Feed Ingredients'],,
8fcdb5bb-1697-42cd-8de3-2d5d307042a1,carrot_powder,,,,neutral,neutral,False,False,False,False,Carrot Powder,,,,,,2026-03-06T23:34:16.126378+00:00,,,,,,
c697da0a-b096-464d-b005-0cbf281133cd,yeast_extract,,,,neutral,neutral,False,False,False,False,Yeast Extract,,,,,,2026-03-06T23:34:16.126378+00:00,,,,,,
40df26bd-b3a8-408d-9479-09518f72ca0b,sweet_potato_powder,,,,neutral,neutral,False,False,False,False,Sweet Potato Powder,,,,,,2026-03-06T23:34:16.126378+00:00,,,,,,
6e73a49f-eab9-49c9-9402-880ae079747b,potassium_iodide,,,,neutral,neutral,False,False,False,False,Potassium Iodide,"Provides iodine essential for thyroid hormone synthesis (T3/T4), regulating metabolism, growth, and development.",A standard mineral supplement in the premix section. Its presence is routine in complete and balanced pet food.,Potassium iodide provides approximately 76% elemental iodine. It is more soluble than calcium iodate but less stable during processing and storage. AAFCO recognizes it as a standard iodine source for pet food premixes.,"[""AAFCO Official Publication — Definitions of Feed Ingredients""]",This ingredient appears in the vitamin/mineral premix section near the end of the ingredient list. Its position does not affect its value — these are precise supplements.,2026-03-06T23:34:16.126378+00:00,"Provides iodine essential for thyroid hormone synthesis (T3/T4), regulating metabolism and development.",No additional dog-specific concerns at typical inclusion levels.,No additional cat-specific concerns at typical inclusion levels.,['AAFCO Official Publication — Definitions of Feed Ingredients'],,
257fde36-7e7c-4a62-b4eb-85af80bc8fe0,water_buffalo,,,,neutral,neutral,False,False,False,False,Water buffalo,,,,,,2026-03-06T23:34:16.126378+00:00,,,,,,
96e40c38-c186-42f3-841e-b3baee043f23,egg_product,,,,good,good,False,False,False,False,egg product,,,,,,2026-03-06T23:34:16.126378+00:00,,,,,,
ececf7dd-07a1-458a-9eaf-07497d84e1b1,roasted_bison,,,,neutral,neutral,False,False,False,False,roasted bison,,,,,,2026-03-06T23:34:16.126378+00:00,,,,,,
eb611ac2-8495-45fc-80ab-6c1b97d7770a,roasted_venison,,,,neutral,neutral,False,False,False,False,roasted venison,,,,,,2026-03-06T23:34:16.126378+00:00,,,,,,
32e7e326-43df-4dba-bfb2-241f8507beeb,beef_flavor,,beef,,neutral,neutral,False,False,False,False,Beef Flavor,,,,,,2026-03-06T23:34:16.126378+00:00,,,,,,
26c0f6b5-2fcd-4f19-a2ef-f900d965654d,tomatoes,,,,neutral,neutral,False,False,False,False,tomatoes,,,,,,2026-03-06T23:34:16.126378+00:00,,,,,,
33eec33d-e2bf-44fa-9382-7cdb20fdc46d,raspberries,,,,neutral,neutral,False,False,False,False,raspberries,,,,,,2026-03-06T23:34:16.126378+00:00,,,,,,
b8fb70bd-450a-4618-942e-a4c186f71a56,dried_lactobacillus_plantarum_fermentation_product,,,,neutral,neutral,False,False,False,False,dried Lactobacillus plantarum fermentation product,,,,,,2026-03-06T23:34:16.126378+00:00,,,,,,
6b4039f4-aac9-41d7-8f49-a850c0529233,dried_bacillus_subtilis_fermentation_product,,,,neutral,neutral,False,False,False,False,dried Bacillus subtilis fermentation product,,,,,,2026-03-06T23:34:16.126378+00:00,,,,,,
a8633865-6b7e-4ddf-8306-fb5cac1e610d,pea_flour,,,,neutral,neutral,False,True,True,False,pea flour,,,,,,2026-03-06T23:34:16.126378+00:00,,,,,,
79342097-c708-456e-91d6-fc6f3d2f9305,beef,protein_beef,beef,,good,good,False,False,True,False,beef,,,,,,2026-03-06T23:34:16.126378+00:00,,,,,,
1ba877d4-5154-4018-b1cb-a19a52e72b82,beef_bone_broth,protein_beef,beef,,neutral,neutral,False,False,True,False,Beef Bone Broth,,,,,,2026-03-06T23:34:16.126378+00:00,,,,,,
54dd281e-6ada-4fae-a880-68f6d295e444,lamb,,lamb,,good,good,False,False,True,False,Lamb,,,,,,2026-03-06T23:34:16.126378+00:00,,,,,,
2c9558e3-1e7b-417c-86a5-d082db837ad1,lamb_meal,,lamb,,neutral,neutral,False,False,True,False,lamb meal,,,,,,2026-03-06T23:34:16.126378+00:00,,,,,,
0bd3656c-e791-41b8-967d-4dc8ef68d270,chicken_broth,,chicken,,neutral,neutral,False,False,True,False,Chicken Broth,,,,,,2026-03-06T23:34:16.126378+00:00,,,,,,
bfd19914-9b97-4a40-b5b2-bd82c72a540c,chicken_heart,,chicken,,neutral,neutral,False,False,True,False,Chicken Heart,,,,,,2026-03-06T23:34:16.126378+00:00,,,,,,
184b8599-67bb-400e-8ceb-857c8a40d6c9,chicken_liver,,chicken,,neutral,neutral,False,False,True,False,Chicken Liver,,,,,,2026-03-06T23:34:16.126378+00:00,,,,,,
d3ef4787-cbf9-4c6f-a903-da87dce50b2d,niacin,,,,neutral,neutral,False,False,False,False,niacin,,,,,,2026-03-06T23:34:16.126378+00:00,,,,,,
4668d77d-a40c-4ac2-8e52-8e083d86d4aa,calcium_pantothenate,,,,neutral,neutral,False,False,False,False,calcium pantothenate,,,,,,2026-03-06T23:34:16.126378+00:00,,,,,,
4322af26-2e9c-4190-81ca-0fb5a5b049e7,riboflavin,,,,neutral,neutral,False,False,False,False,riboflavin,,,,,,2026-03-06T23:34:16.126378+00:00,,,,,,
c98da854-19cc-4cb4-9f19-b5aa5696394e,naturally_occurring_microorganisms,,,,neutral,neutral,False,False,False,False,naturally occurring microorganisms,,,,,,2026-03-06T23:34:16.126378+00:00,,,,,,
e36913bc-2b9f-4238-9a03-b7ed146436ab,vegetable_oil,,,,caution,caution,False,False,True,False,Vegetable Oil,,,,,,2026-03-06T23:34:16.418319+00:00,,,,,,
a9cdfdc9-a76d-418f-9c89-c038562d6099,or_wheat,,,,neutral,caution,False,False,False,False,or wheat,,,,,,2026-03-06T23:34:16.418319+00:00,,,,,,
3da63149-acca-4583-bbc9-40a849665b48,natural_filet_mignon_flavor,,,,neutral,neutral,False,False,False,False,Natural Filet Mignon Flavor,,,,,,2026-03-06T23:34:16.418319+00:00,,,,,,
7cedccb3-26a1-5a84-8d29-87893441fc83,salmon_oil,protein_salmon,fish,,good,good,False,False,True,False,Salmon Oil,Oil extracted from salmon — rich in EPA and DHA omega-3 fatty acids.,"One of the best supplemental fat sources in pet food. Provides preformed EPA and DHA that support skin, coat, joint, and cognitive health. Named species, clean fatty acid profile. Even listed low on the label (small quantity), it delivers meaningful omega-3 benefits.","Salmon oil provides concentrated EPA (eicosapentaenoic acid) and DHA (docosahexaenoic acid) — the long-chain omega-3 fatty acids with the most documented health benefits. Unlike plant-based omega-3 sources (flaxseed, canola oil) which provide only ALA (alpha-linolenic acid) requiring conversion, salmon oil delivers preformed EPA/DHA that are directly bioavailable. This is especially important for cats, who have very limited ability to convert ALA to EPA/DHA due to low delta-6 desaturase activity. Benefits supported by veterinary literature include anti-inflammatory effects, skin barrier support, cognitive development in puppies/kittens, and potential joint health benefits. The named species (salmon) provides traceability that generic ""fish oil"" does not.","Bauer JE, JAVMA, 2011;239(11):1441–51; NRC 2006, Ch. 11; Heinze CR, JAAHA, 2021;57:243–51",This ingredient is beneficial regardless of amount. Even small quantities of salmon oil provide meaningful EPA/DHA omega-3 benefits.,2026-02-27T12:33:11.001583+00:00,,,,,,
d8d32e97-04eb-491d-a1c3-362ecf241529,beef_hearts,,beef,,neutral,neutral,False,False,True,False,Beef Hearts,,,,,,2026-03-06T23:34:16.418319+00:00,,,,,,
2c89657b-589c-40ca-866c-287cb474be28,ground_beef_bone,,beef,,neutral,neutral,False,False,False,False,Ground Beef Bone,,,,,,2026-03-06T23:34:16.418319+00:00,,,,,,
70325ee8-420a-4fb4-9458-ed7ff09a502b,beef_kidney,protein_beef,beef,,neutral,neutral,False,False,True,False,Beef Kidney,,,,,,2026-03-06T23:34:16.418319+00:00,,,,,,
795bca9a-08d0-42ab-b6ac-e1c88c5be59a,organic_sunflower_seeds,,,,neutral,neutral,False,False,False,False,Organic Sunflower Seeds,,,,,,2026-03-06T23:34:16.418319+00:00,,,,,,
5dc3455a-d680-4e7d-9a95-83e5dea48e32,vitamin_d3_supplement_turkey,,,,caution,caution,False,False,False,False,Vitamin D3 Supplement Turkey,,,,,,2026-03-06T23:34:16.418319+00:00,,,,,,
eb5d8861-6d11-4b65-924d-a0a5c3436c63,organic_apple_cider_vinegar,,,,neutral,neutral,False,False,False,False,Organic Apple Cider Vinegar,,,,,,2026-03-06T23:34:16.418319+00:00,,,,,,
d480350c-be2e-48c4-8913-e6d4e5ce1ea3,organic_pumpkin_seeds,,,,neutral,neutral,False,False,False,False,Organic Pumpkin Seeds,,,,,,2026-03-06T23:34:16.418319+00:00,,,,,,
bc1d62ec-8180-4942-a630-fd3ba3c35c0b,organic_dried_seaweed,,,,neutral,neutral,False,False,False,False,Organic Dried Seaweed,,,,,,2026-03-06T23:34:16.418319+00:00,,,,,,
f8285280-ca88-4525-ad35-d71e3c67d088,pumpkin_seeds,,,,good,good,False,False,False,False,Pumpkin Seeds,,,,,,2026-03-06T23:34:16.418319+00:00,,,,,,
b8109cfd-6aeb-433a-bbdc-8fbafc059ee1,blueberry,,,,neutral,neutral,False,False,False,False,Blueberry,,,,,,2026-03-06T23:34:16.418319+00:00,,,,,,
2354752b-bd84-4419-adec-726d5097bd02,shiitake_mushroom,,,,neutral,neutral,False,False,False,False,Shiitake Mushroom,,,,,,2026-03-06T23:34:16.418319+00:00,,,,,,
a8fcc22b-d624-4c82-a825-c837d14ae34d,pea_fiver,,,,neutral,neutral,False,False,False,False,Pea Fiver,,,,,,2026-03-06T23:34:16.418319+00:00,,,,,,
b8184521-9ec7-4a8c-a264-eae951826d25,ground_flaxseeds,,,,neutral,neutral,False,False,False,False,Ground Flaxseeds,,,,,,2026-03-06T23:34:16.418319+00:00,,,,,,
bb5a235e-6860-41dd-ab75-136498a7899f,corn_starch,,,,neutral,caution,False,False,False,False,Corn Starch,,,,,,2026-03-06T23:34:16.418319+00:00,,,,,,
8a58d904-a7b9-480e-80ac-110f1a9b064c,coconut_glycerin,,,,neutral,neutral,False,False,False,False,Coconut Glycerin,,,,,,2026-03-06T23:34:16.418319+00:00,,,,,,
815dff4d-4401-4f9a-a83f-32bee605d907,beef_liver,protein_beef,beef,,neutral,neutral,False,False,True,False,Beef Liver,,,,,,2026-03-06T23:34:16.418319+00:00,,,,,,
963f6b6a-9dff-469c-a708-5fe9292fa8cf,ground_miscanthus_grass,,,,neutral,neutral,False,False,False,False,Ground Miscanthus Grass,,,,,,2026-03-06T23:34:16.418319+00:00,,,,,,
a2b6b2f5-49a0-49e7-be2e-50c571d5007b,yeast_culture,,,,neutral,neutral,False,False,False,False,Yeast Culture,,,,,,2026-03-06T23:34:16.418319+00:00,,,,,,
538aacc8-ade8-4870-beb6-be45551d4db2,dried_bacillus_subtilis_fermentation_extract,,,,neutral,neutral,False,False,False,False,Dried Bacillus Subtilis Fermentation Extract,,,,,,2026-03-06T23:34:16.418319+00:00,,,,,,
c92ed9d4-3b0e-460f-b622-fdecfc784d7a,flavors,,,,neutral,neutral,False,False,False,False,flavors,,,,,,2026-03-06T23:34:16.418319+00:00,,,,,,
208cf709-b58d-4422-8da0-cdf8f555033f,or_preservatives_and_no_gluten,,,,neutral,neutral,False,False,False,False,or preservatives and no gluten,,,,,,2026-03-06T23:34:16.418319+00:00,,,,,,
0d8befd3-e733-4912-8973-571330cdc963,dairy,,,,neutral,neutral,False,False,False,False,dairy,,,,,,2026-03-06T23:34:16.418319+00:00,,,,,,
488a730d-3df0-4da8-ae5a-ec9bce13240f,apple_pomace,,,,neutral,neutral,False,False,True,False,Apple Pomace,,,,,,2026-03-06T23:34:16.418319+00:00,,,,,,
889f3c70-4caa-4bc3-93ec-5ca33baa1af7,water,,,,neutral,neutral,False,False,False,False,Water,,,,,,2026-03-06T23:34:16.418319+00:00,,,,,,
e9c615fa-fadc-4a44-8db7-67b23afd87c2,turkey_meal,,turkey,,neutral,neutral,False,False,True,False,Turkey Meal,,,,,,2026-03-06T23:34:16.418319+00:00,,,,,,
5cd97036-186a-480d-8a97-30b43c720230,sodium_carbonate,,,,neutral,neutral,False,False,False,False,Sodium Carbonate,,,,,,2026-03-06T23:34:16.418319+00:00,,,,,,
d9f510ed-9445-405b-adff-c792c1f71982,chicken_gizzard,,chicken,,neutral,neutral,False,False,True,False,Chicken Gizzard,,,,,,2026-03-06T23:34:16.418319+00:00,,,,,,
681329d8-c5e0-43ca-9072-17659ead5ba3,cod_liver_oil,,fish,,neutral,neutral,False,False,True,False,Cod Liver Oil,,,,,,2026-03-06T23:34:16.418319+00:00,,,,,,
28ec48b8-06ac-4fcb-b561-32d7bd721de5,dried_tomato,,,,neutral,neutral,False,False,False,False,Dried Tomato,,,,,,2026-03-06T23:34:16.418319+00:00,,,,,,
0fef3db1-dfa9-4ebf-934b-9dc9e596d0b0,noodle_product,,,,neutral,neutral,False,False,False,False,"Noodle Product (Wheat, Egg White, Niacin, Ferrous Sulfate, Thiamine Mononitrate, Riboflavin, Folic Acid)",,,,,,2026-03-06T23:34:16.418319+00:00,,,,,,
c2f7cc17-33ae-4274-acaf-4c65c67f67d8,preserved_with_mixed_tocopherols_and_citric_acid,,,,neutral,neutral,False,False,False,False,Preserved With Mixed Tocopherols And Citric Acid,,,,,,2026-03-06T23:34:16.418319+00:00,,,,,,
e6615ecb-f097-4c6a-9041-e61682b17272,trace_minerals,,,,neutral,neutral,False,False,False,False,"Trace Minerals[Zinc Proteinate, Zinc Oxide, Manganese Proteinate, Ferrous Sulfate, Manganous Oxide, Copper Sulfate, Sodium Selenite, Calcium Iodate, Copper Proteinate]",,,,,,2026-03-06T23:34:16.418319+00:00,,,,,,
ced69cc6-9eac-4eff-930d-1a1b2f4bd612,animal_plasma,,,,caution,caution,False,False,False,False,Animal Plasma,,,,,,2026-03-06T23:34:16.418319+00:00,,,,,,
28ba8603-14a4-4445-b423-14f6c598ece7,freeze_dried_chicken_heart,,chicken,,neutral,neutral,False,False,False,False,Freeze-Dried Chicken Heart,,,,,,2026-03-06T23:34:16.418319+00:00,,,,,,
a55ee22c-8b80-4a03-b83b-37c2dacbf907,pineapple,,,,neutral,neutral,False,False,False,False,Pineapple,,,,,,2026-03-06T23:34:16.418319+00:00,,,,,,
c30b3470-b2f9-4c9e-b320-2f2b8f718aad,caramel,,,,neutral,neutral,False,False,False,False,Caramel (color),,,,,,2026-03-06T23:34:16.418319+00:00,,,,,,
94ce06bc-19b1-4ae9-b039-1993c76f9e0c,celery_powder,,,,neutral,neutral,False,False,False,False,Celery Powder,,,,,,2026-03-06T23:34:16.418319+00:00,,,,,,
0e1e45e7-3d4d-4527-8961-ead72884b63a,vitamin_a_acetate,,,,neutral,neutral,False,False,False,False,Vitamin A Acetate,,,,,,2026-03-06T23:34:16.418319+00:00,,,,,,
0dfdafe7-c5c3-459c-ba92-8f7670a37ec6,natural_poultry_flavor,,,,neutral,neutral,False,False,False,False,Natural Poultry Flavor,,,,,,2026-03-06T23:34:16.418319+00:00,,,,,,
b0ba5af8-238d-4c70-a6f6-a4ab454f9fe3,whole_flaxseeds,,,,neutral,neutral,False,False,False,False,Whole Flaxseeds,,,,,,2026-03-06T23:34:16.418319+00:00,,,,,,
b4d9de3f-37cb-4d79-b386-41896f1e1c01,beef_lung,protein_beef,beef,,neutral,neutral,False,False,True,False,Beef Lung,,,,,,2026-03-06T23:34:16.697093+00:00,,,,,,
6278af8e-3435-4f10-b530-654b1f7e8c52,new_zealand_green_mussel,,,,neutral,neutral,False,False,False,False,New Zealand Green Mussel,,,,,,2026-03-06T23:34:16.697093+00:00,,,,,,
1d2146bf-a8c7-4f0c-a474-709bc7ffc993,chicory,,,,neutral,neutral,False,False,False,False,Chicory,,,,,,2026-03-06T23:34:16.697093+00:00,,,,,,
b3489cee-cde4-4896-aa2d-9d19787629e5,egg_white,,,,good,good,False,False,False,False,Egg White,,,,,,2026-03-06T23:34:16.418319+00:00,,,,,,
3ca8a897-d963-499b-84ae-747b48b0b319,copper_lysine_complex,,,,neutral,neutral,False,False,False,False,Copper Lysine Complex,,,,,,2026-03-06T23:34:16.697093+00:00,,,,,,
45585749-a51d-4da3-9c9e-7b79bde5cac7,manganese_methionine_complex,,,,neutral,neutral,False,False,False,False,Manganese Methionine Complex,,,,,,2026-03-06T23:34:16.697093+00:00,,,,,,
dd3af392-8c34-4cee-860c-3a085a77d26d,high_fructose_corn_syrup,,,,caution,caution,False,False,False,False,High Fructose Corn Syrup,,,,,,2026-03-06T23:34:16.697093+00:00,,,,,,
d735776f-927c-4eb3-9b1d-76b123d9c1d7,dried_lactobacillus_casei_fermentation_product,,,,neutral,neutral,False,False,False,False,Dried Lactobacillus Casei Fermentation Product,,,,,,2026-03-06T23:34:16.697093+00:00,,,,,,
c2a0f3a3-4517-4287-bfa7-4ac3c08d0a00,soy_grits,,,,caution,caution,False,False,False,False,Soy Grits,,,,,,2026-03-06T23:34:16.697093+00:00,,,,,,
1bc39bd7-117e-4251-99a9-2f71bbcb714b,cobalt_glucoheptonate,,,,neutral,neutral,False,False,False,False,Cobalt Glucoheptonate,,,,,,2026-03-06T23:34:16.697093+00:00,,,,,,
986b3c94-88e2-4e5c-a9cb-50fe5a44da88,dried_kelp_meal,,,,good,good,False,False,False,False,Dried Kelp Meal,,,,,,2026-03-06T23:34:16.697093+00:00,,,,,,
f260ba5d-ed2c-468a-b48f-131cd23a90ba,potato_protein,,,,neutral,neutral,False,False,False,False,Potato Protein,,,,,,2026-03-06T23:34:16.697093+00:00,,,,,,
2a9f0924-c413-4871-9ce4-fbde458ead8b,dried_miscanthus_grass,,,,neutral,neutral,False,False,False,False,Dried Miscanthus Grass,,,,,,2026-03-06T23:34:16.697093+00:00,,,,,,
a1fd13b7-3913-4152-b810-56858f558ab3,marine_microalgae,,,,neutral,neutral,False,False,False,False,Marine Microalgae (source of DHA),,,,,,2026-03-06T23:34:16.697093+00:00,,,,,,
cbf79aa0-c766-4a14-9549-678200ce0ab5,ground_whole_grian_corn,,,,neutral,caution,False,False,False,False,Ground Whole Grian Corn,,,,,,2026-03-06T23:34:16.697093+00:00,,,,,,
ba9445e3-bdac-46db-ac13-6496747308bd,mixed_tocopherols_and_rosemary_extract,,,,good,good,False,False,False,False,Mixed Tocopherols And Rosemary Extract,,,,,,2026-03-06T23:34:16.697093+00:00,,,,,,
